Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"20.190.122.23",443,31,13398,18,10328,13,3070
"23.60.149.178",443,19,9404,11,8254,8,1150
"35.167.191.89",443,72,27803,43,7660,29,20143
"35.241.39.12",443,7,398,3,180,4,218
"44.224.210.6",443,40,11483,23,7034,17,4449
"44.232.193.212",443,40,13006,23,1698,17,11308
"52.26.247.176",443,29,9750,16,6057,13,3693
"54.212.37.212",443,11,1258,5,371,6,887
"72.154.7.109",443,23,5699,12,3750,11,1949
"172.172.255.216",443,3,170,1,60,2,110
"192.168.4.53",7680,6,390,1,60,5,330
"192.168.20.41",7680,6,390,1,60,5,330
"192.168.147.134",52344,3,170,2,110,1,60
"192.168.147.134",53513,40,13006,17,11308,23,1698
"192.168.147.134",53514,11,1258,6,887,5,371
"192.168.147.134",53515,7,398,4,218,3,180
"192.168.147.134",53516,40,11483,17,4449,23,7034
"192.168.147.134",53517,6,390,5,330,1,60
"192.168.147.134",53518,23,5699,11,1949,12,3750
"192.168.147.134",53519,31,13398,13,3070,18,10328
"192.168.147.134",53520,19,9404,8,1150,11,8254
"192.168.147.134",53521,6,390,5,330,1,60
"192.168.147.134",53522,36,16079,14,10064,22,6015
"192.168.147.134",53523,29,9750,13,3693,16,6057
"192.168.147.134",53524,36,11724,15,10079,21,1645
