Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"4.195.183.33",443,57,31797,37,11602,20,20195
"13.70.178.62",443,37,13791,20,10505,17,3286
"13.107.5.93",443,33,18975,21,17005,12,1970
"13.107.42.12",443,26,12961,15,11194,11,1767
"13.107.246.32",443,66,25569,40,17576,26,7993
"20.4.130.154",443,126,38445,72,29445,54,9000
"20.42.73.30",443,69,31345,43,12062,26,19283
"20.43.150.84",443,26,9909,15,7432,11,2477
"20.44.229.112",443,34,17128,21,11314,13,5814
"20.189.173.28",443,40,19428,26,6363,14,13065
"23.216.63.114",443,22,9538,13,8483,9,1055
"40.69.42.241",443,109,104986,91,16530,18,88456
"40.119.249.228",443,130,36472,74,26142,56,10330
"40.126.14.160",443,35,23385,23,17262,12,6123
"40.126.14.163",443,38,31930,28,24007,10,7923
"52.98.128.34",443,174,35589,88,15349,86,20240
"52.123.129.14",443,106,57302,64,47047,42,10255
"52.167.17.97",443,152,40670,86,30834,66,9836
"52.182.143.208",443,27,10229,15,7856,12,2373
"68.218.189.9",443,6,366,3,180,3,186
"72.147.149.16",443,30,9921,17,6566,13,3355
"72.153.5.132",443,25,5352,14,4069,11,1283
"89.42.218.88",80,40,4756,20,3052,20,1704
"104.98.248.186",443,22,9193,11,7793,11,1400
"104.98.252.15",443,25,11100,15,9842,10,1258
"104.208.16.90",443,33,12753,18,8077,15,4676
"104.208.16.92",443,29,12093,17,5698,12,6395
"149.210.234.234",3333,197,77636,116,70820,81,6816
"150.171.22.17",443,25,5085,14,1722,11,3363
"172.172.255.218",443,19,1504,9,874,10,630
"184.84.150.56",443,70,25826,40,15854,30,9972
"192.168.0.47",7680,38,2466,7,420,31,2046
"192.168.0.191",7680,30,1950,5,300,25,1650
"192.168.1.112",7680,8,516,2,120,6,396
"192.168.4.55",7680,30,1950,5,300,25,1650
"192.168.4.82",7680,30,1950,5,300,25,1650
"192.168.20.4",7680,36,2280,16,960,20,1320
"192.168.86.47",7680,30,1950,5,300,25,1650
"192.168.147.134",50767,11,630,6,330,5,300
"192.168.147.134",50783,8,874,4,300,4,574
"192.168.147.134",50804,2,114,1,54,1,60
"192.168.147.134",50815,197,77636,81,6816,116,70820
"192.168.147.134",50848,6,366,3,186,3,180
"192.168.147.134",50851,2,126,1,66,1,60
"192.168.147.134",50852,2,126,1,66,1,60
"192.168.147.134",50854,1,60,0,0,1,60
"192.168.147.134",50855,33,12753,15,4676,18,8077
"192.168.147.134",50856,6,390,5,330,1,60
"192.168.147.134",50857,40,19428,14,13065,26,6363
"192.168.147.134",50858,25,5085,11,3363,14,1722
"192.168.147.134",50859,51,43820,15,2161,36,41659
"192.168.147.134",50860,6,390,5,330,1,60
"192.168.147.134",50861,25,6393,11,1301,14,5092
"192.168.147.134",50862,25,6433,11,1322,14,5111
"192.168.147.134",50863,26,7056,11,1860,15,5196
"192.168.147.134",50864,6,390,5,330,1,60
"192.168.147.134",50865,26,6954,11,1742,15,5212
"192.168.147.134",50866,25,6432,11,1329,14,5103
"192.168.147.134",50867,27,8656,11,3108,16,5548
"192.168.147.134",50868,25,6433,11,1322,14,5111
