Address,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes,Country,City,Latitude,Longitude,AS Number,AS Organization
"18.65.244.49",3502,4105805,2713,3928688,789,177117,"","","","","",""
"18.67.110.62",384,224988,223,166074,161,58914,"","","","","",""
"35.241.39.12",554,226852,292,149861,262,76991,"","","","","",""
"108.158.32.114",54,46020,34,39092,20,6928,"","","","","",""
"151.101.81.91",708,813186,566,795221,142,17965,"","","","","",""
"192.168.4.27",1,60,1,60,0,0,"","","","","",""
"192.168.86.250",1,60,1,60,0,0,"","","","","",""
"192.168.147.1",56,5800,56,5800,0,0,"","","","","",""
"192.168.147.2",28,3118,14,1962,14,1156,"","","","","",""
"192.168.147.134",5232,5420089,1388,339071,3844,5081018,"","","","","",""
"224.0.0.251",36,2952,0,0,36,2952,"","","","","",""
"224.0.0.252",18,1452,0,0,18,1452,"","","","","",""
"239.255.255.250",2,1396,0,0,2,1396,"","","","","",""
