Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"192.168.147.1",5353,24,1680,24,1680,0,0
"192.168.147.1",51002,14,9772,14,9772,0,0
"192.168.147.1",55230,2,128,2,128,0,0
"192.168.147.1",55276,2,128,2,128,0,0
"192.168.147.1",57743,2,128,2,128,0,0
"192.168.147.1",60570,2,128,2,128,0,0
"192.168.147.1",61057,2,128,2,128,0,0
"192.168.147.1",62052,2,128,2,128,0,0
"192.168.147.2",53,44,5513,22,3719,22,1794
"192.168.147.2",137,18,1980,0,0,18,1980
"192.168.147.134",68,2,700,1,358,1,342
"192.168.147.134",137,18,1980,18,1980,0,0
"192.168.147.134",5353,2,200,2,200,0,0
"192.168.147.134",51443,2,366,1,81,1,285
"192.168.147.134",57734,26,3406,13,1076,13,2330
"192.168.147.134",58356,4,506,2,159,2,347
"192.168.147.134",60605,2,325,1,81,1,244
"192.168.147.134",61669,1,75,1,75,0,0
"192.168.147.134",61924,4,304,2,152,2,152
"192.168.147.134",62487,6,606,3,245,3,361
"192.168.147.254",67,2,700,1,342,1,358
"224.0.0.251",5353,26,1880,0,0,26,1880
"224.0.0.252",5355,13,843,0,0,13,843
"239.255.255.250",3702,14,9772,0,0,14,9772
"fe80::ac08:6dea:f4ee:6ad5",5353,24,2160,24,2160,0,0
"fe80::ac08:6dea:f4ee:6ad5",51003,14,10052,14,10052,0,0
"fe80::ac08:6dea:f4ee:6ad5",55230,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",55276,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",57743,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",60570,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",61057,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",62052,2,168,2,168,0,0
"fe80::db38:a9a8:f21f:b66c",5353,2,240,2,240,0,0
"fe80::db38:a9a8:f21f:b66c",61669,1,95,1,95,0,0
"ff02::1:3",5355,13,1103,0,0,13,1103
"ff02::c",3702,14,10052,0,0,14,10052
"ff02::fb",5353,26,2400,0,0,26,2400
