GENERATOR: SysGauge v11.6.12 - http://www.sysgauge.com
WARNING:   This report was generated by the free product version and it cannot be used for any commercial purposes.

Process Monitor Report

Start Time,2025/05/24 21:39:34
Report Time,2025/05/24 21:49:28
Process Count,46
Instance Count,165
Total CPU Usage,4.1 %
Total Memory Usage,5.88 GB
Total Thread Count,1998
Total Handle Count,72586

Process List

Process,Instances,CPU,Memory,Threads,Handles,Data,Status
System,1,0.388,0.156,141,3579,0.01,Normal
smss,1,0.000,1.460,2,58,0.00,Normal
csrss,2,0.188,14.040,24,1187,0.00,Normal
wininit,1,0.000,8.460,1,157,0.00,Normal
winlogon,1,0.000,14.410,6,276,0.00,Normal
services,1,0.021,10.114,8,640,0.00,Normal
lsass,1,0.011,25.729,11,1451,0.00,Normal
fontdrvhost,2,0.000,18.507,10,84,0.00,Normal
svchost,75,0.502,1214.534,459,22922,0.03,Normal
dwm,1,0.251,144.795,19,1235,0.00,Normal
VBoxService,1,0.098,8.414,12,165,0.00,Normal
Memory Compression,1,0.013,284.835,58,0,0.00,Normal
spoolsv,1,0.005,18.828,11,444,0.00,Normal
OfficeClickToRun,1,0.002,52.934,18,743,0.00,Normal
MpDefenderCoreService,1,0.001,20.408,6,447,0.00,Normal
snmp,1,0.014,10.176,5,242,0.00,Normal
MsMpEng,1,0.147,203.223,25,719,0.00,Normal
AggregatorHost,1,0.002,11.512,2,150,0.00,Normal
sihost,1,0.023,45.689,14,749,0.00,Normal
taskhostw,2,0.015,34.444,10,587,0.00,Normal
explorer,1,0.073,300.978,74,4108,0.00,Normal
ShellHost,1,0.001,37.588,6,371,0.00,Normal
StartMenuExperienceHost,1,0.001,107.505,15,1017,0.00,Normal
SearchHost,1,0.002,111.642,13,1105,0.00,Normal
RuntimeBroker,5,0.076,155.177,33,1841,0.00,Normal
dllhost,2,0.002,39.164,11,492,0.00,Normal
Widgets,1,0.003,63.921,15,893,0.00,Normal
msedgewebview2,25,0.214,1343.809,480,10426,0.00,Warning
WidgetService,1,0.001,25.297,5,328,0.00,Normal
ctfmon,1,0.009,33.352,9,545,0.00,Normal
SearchIndexer,1,0.015,27.632,13,783,0.00,Normal
TextInputHost,1,0.008,69.291,22,990,0.00,Normal
NisSrv,1,0.002,12.706,5,215,0.00,Normal
SecurityHealthSystray,1,0.000,11.957,1,178,0.00,Normal
SecurityHealthService,1,0.000,22.439,9,490,0.00,Normal
VBoxTray,1,0.018,14.709,13,304,0.00,Normal
Discord,6,1.556,689.065,138,3091,0.00,Normal
CrossDeviceService,1,0.001,74.377,13,979,0.00,Normal
ms-teams,1,0.002,21.977,28,820,0.00,Normal
SystemSettings,1,0.000,5.562,28,1291,0.00,Normal
ApplicationFrameHost,1,0.000,38.052,2,380,0.00,Normal
ShellExperienceHost,1,0.003,61.654,21,656,0.00,Normal
msedge,9,0.010,338.844,150,3480,0.00,Normal
EXCEL,1,0.402,227.337,36,1452,0.00,Normal
splwow64,1,0.000,26.554,8,278,0.00,Normal
audiodg,1,0.004,15.428,7,239,0.00,Normal

System,Process Report

Process,System
Instances,1
Errors,0
Start Time,2025/05/24 21:39:34
Last Update,2025/05/24 21:49:28

System,Process Counters,9 Minutes, 53 Seconds

Process CPU Usage,0.4 %,0.0 %,6.9 %,---
Process Memory Used,0.2 MB,0.2 MB,0.2 MB,---
Process Thread Count,141,139,143,---
Process Handle Count,3579,3510,3875,---
Process Data Rate,0.0 MB/Sec,0.0 MB/Sec,0.3 MB/Sec,3.3 MB
Process Read Rate,0.0 MB/Sec,0.0 MB/Sec,0.0 MB/Sec,0.0 MB
Process Write Rate,0.0 MB/Sec,0.0 MB/Sec,0.3 MB/Sec,3.3 MB
Process Page Fault Rate,0 F/Sec,0 F/Sec,0 F/Sec,0 F/Sec
Process Nonpaged Pool Used,0.0 MB,0.0 MB,0.0 MB,---

System,Process CPU Usage,Monitoring Data

2025/05/24 21:49:28,1.8 %
2025/05/24 21:49:27,0.0 %
2025/05/24 21:49:25,0.0 %
2025/05/24 21:49:24,0.0 %
2025/05/24 21:49:23,0.0 %
2025/05/24 21:49:21,0.0 %
2025/05/24 21:49:20,0.6 %
2025/05/24 21:49:19,0.0 %
2025/05/24 21:49:18,0.0 %
2025/05/24 21:49:16,2.4 %
2025/05/24 21:49:15,0.0 %
2025/05/24 21:49:14,0.7 %
2025/05/24 21:49:13,2.0 %
2025/05/24 21:49:12,0.0 %
2025/05/24 21:49:10,0.0 %
2025/05/24 21:49:09,0.0 %
2025/05/24 21:49:08,0.7 %
2025/05/24 21:49:07,1.3 %
2025/05/24 21:49:06,0.7 %
2025/05/24 21:49:05,0.0 %
2025/05/24 21:49:03,0.0 %
2025/05/24 21:49:02,3.7 %
2025/05/24 21:49:01,0.0 %
2025/05/24 21:49:00,0.0 %
2025/05/24 21:48:59,0.0 %
2025/05/24 21:48:58,0.0 %
2025/05/24 21:48:57,0.0 %
2025/05/24 21:48:56,2.2 %
2025/05/24 21:48:55,3.0 %
2025/05/24 21:48:52,0.0 %
2025/05/24 21:48:51,0.8 %
2025/05/24 21:48:50,0.0 %
2025/05/24 21:48:49,0.0 %
2025/05/24 21:48:48,0.0 %
2025/05/24 21:48:47,0.0 %
2025/05/24 21:48:46,0.0 %
2025/05/24 21:48:45,0.0 %
2025/05/24 21:48:44,1.6 %
2025/05/24 21:48:43,0.0 %
2025/05/24 21:48:42,0.0 %
2025/05/24 21:48:41,0.0 %
