Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"192.168.147.1",5353,22,1540,22,1540,0,0
"192.168.147.1",52039,2,128,2,128,0,0
"192.168.147.1",54080,2,128,2,128,0,0
"192.168.147.1",60662,2,128,2,128,0,0
"192.168.147.1",61811,2,128,2,128,0,0
"192.168.147.1",62766,2,128,2,128,0,0
"192.168.147.1",63806,2,128,2,128,0,0
"192.168.147.2",53,24,2242,12,1311,12,931
"192.168.147.2",137,11,1210,0,0,11,1210
"192.168.147.134",68,2,700,1,358,1,342
"192.168.147.134",137,11,1210,11,1210,0,0
"192.168.147.134",5353,2,200,2,200,0,0
"192.168.147.134",52766,4,304,2,152,2,152
"192.168.147.134",54366,2,257,1,78,1,179
"192.168.147.134",54724,4,489,2,171,2,318
"192.168.147.134",57181,4,304,2,152,2,152
"192.168.147.134",60094,2,256,1,78,1,178
"192.168.147.134",60648,4,328,2,148,2,180
"192.168.147.134",60921,4,304,2,152,2,152
"192.168.147.134",61359,1,75,1,75,0,0
"192.168.147.254",67,2,700,1,342,1,358
"224.0.0.251",5353,24,1740,0,0,24,1740
"224.0.0.252",5355,13,843,0,0,13,843
"fe80::ac08:6dea:f4ee:6ad5",5353,22,1980,22,1980,0,0
"fe80::ac08:6dea:f4ee:6ad5",52039,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",54080,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",60662,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",61811,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",62766,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",63806,2,168,2,168,0,0
"fe80::db38:a9a8:f21f:b66c",5353,2,240,2,240,0,0
"fe80::db38:a9a8:f21f:b66c",61359,1,95,1,95,0,0
"ff02::1:3",5355,13,1103,0,0,13,1103
"ff02::fb",5353,24,2220,0,0,24,2220
