Address,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes,Country,City,Latitude,Longitude,AS Number,AS Organization
"20.4.130.154",42,12814,24,9814,18,3000,"","","","","",""
"20.190.122.23",33,13510,19,10382,14,3128,"","","","","",""
"20.190.142.167",39,31949,28,24007,11,7942,"","","","","",""
"20.227.97.55",4,285,2,177,2,108,"","","","","",""
"23.223.224.125",23,10986,14,9782,9,1204,"","","","","",""
"23.223.224.232",4,228,2,120,2,108,"","","","","",""
"40.99.129.194",25,6714,12,2979,13,3735,"","","","","",""
"51.195.237.146",23,2053,15,1454,8,599,"","","","","",""
"52.123.128.14",40,9176,20,3672,20,5504,"","","","","",""
"54.212.144.253",12,720,12,720,0,0,"","","","","",""
"72.154.7.109",26,6374,15,4426,11,1948,"","","","","",""
"88.80.187.187",62,31177,36,29218,26,1959,"","","","","",""
"142.250.70.227",4,228,2,120,2,108,"","","","","",""
"150.171.27.10",31,12511,18,8946,13,3565,"","","","","",""
"150.171.28.10",129,53418,77,44892,52,8526,"","","","","",""
"172.67.75.39",4,228,2,120,2,108,"","","","","",""
"172.172.255.216",7,834,4,570,3,264,"","","","","",""
"184.84.150.56",478,299524,308,158546,170,140978,"","","","","",""
"192.168.0.161",6,390,1,60,5,330,"","","","","",""
"192.168.4.27",12,780,2,120,10,660,"","","","","",""
"192.168.20.8",9,570,4,240,5,330,"","","","","",""
"192.168.86.47",6,390,1,60,5,330,"","","","","",""
"192.168.86.250",6,390,1,60,5,330,"","","","","",""
"192.168.147.1",52,12674,52,12674,0,0,"","","","","",""
"192.168.147.2",44,5468,16,2857,28,2611,"","","","","",""
"192.168.147.134",1079,501962,443,188278,636,313684,"","","","","",""
"192.168.147.254",2,700,1,342,1,358,"","","","","",""
"224.0.0.22",11,630,0,0,11,630,"","","","","",""
"224.0.0.251",26,2072,0,0,26,2072,"","","","","",""
"224.0.0.252",7,481,0,0,7,481,"","","","","",""
"239.255.255.250",16,10036,0,0,16,10036,"","","","","",""
