Address,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes,Country,City,Latitude,Longitude,AS Number,AS Organization
"13.70.178.62",36,13736,20,10505,16,3231,"","","","","",""
"20.4.130.154",63,19223,36,14723,27,4500,"","","","","",""
"72.154.7.109",28,6447,15,4393,13,2054,"","","","","",""
"89.42.218.88",22,2510,10,1526,12,984,"","","","","",""
"104.98.252.15",23,9657,13,8399,10,1258,"","","","","",""
"149.210.234.234",108,37031,61,33050,47,3981,"","","","","",""
"172.172.255.218",9,894,5,634,4,260,"","","","","",""
"192.168.0.47",12,780,2,120,10,660,"","","","","",""
"192.168.0.191",6,390,1,60,5,330,"","","","","",""
"192.168.1.112",6,390,1,60,5,330,"","","","","",""
"192.168.4.55",2,126,1,60,1,66,"","","","","",""
"192.168.4.82",6,390,1,60,5,330,"","","","","",""
"192.168.86.47",6,390,1,60,5,330,"","","","","",""
"192.168.147.1",44,11996,44,11996,0,0,"","","","","",""
"192.168.147.2",37,3791,11,1231,26,2560,"","","","","",""
"192.168.147.134",364,95755,186,20874,178,74881,"","","","","",""
"224.0.0.251",20,1448,0,0,20,1448,"","","","","",""
"224.0.0.252",8,512,0,0,8,512,"","","","","",""
"239.255.255.250",16,10036,0,0,16,10036,"","","","","",""
