Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"192.168.147.1",5353,16,1120,16,1120,0,0
"192.168.147.1",50084,4,328,4,328,0,0
"192.168.147.1",50089,2,264,2,264,0,0
"192.168.147.1",50342,2,128,2,128,0,0
"192.168.147.1",51002,14,9772,14,9772,0,0
"192.168.147.1",61702,2,128,2,128,0,0
"192.168.147.1",62383,2,128,2,128,0,0
"192.168.147.1",63385,2,128,2,128,0,0
"192.168.147.2",53,24,2553,12,1575,12,978
"192.168.147.2",137,9,990,0,0,9,990
"192.168.147.134",68,2,700,1,358,1,342
"192.168.147.134",137,9,990,9,990,0,0
"192.168.147.134",5353,2,200,2,200,0,0
"192.168.147.134",50559,4,304,2,152,2,152
"192.168.147.134",51917,8,794,4,329,4,465
"192.168.147.134",52792,2,311,1,81,1,230
"192.168.147.134",53657,1,75,1,75,0,0
"192.168.147.134",54299,10,1144,5,416,5,728
"192.168.147.254",67,2,700,1,342,1,358
"224.0.0.251",5353,22,1648,0,0,22,1648
"224.0.0.252",5355,9,587,0,0,9,587
"239.255.255.250",1900,2,264,0,0,2,264
"239.255.255.250",3702,14,9772,0,0,14,9772
"fe80::ac08:6dea:f4ee:6ad5",5353,16,1440,16,1440,0,0
"fe80::ac08:6dea:f4ee:6ad5",50342,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",51003,14,10052,14,10052,0,0
"fe80::ac08:6dea:f4ee:6ad5",61702,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",62383,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",63385,2,168,2,168,0,0
"fe80::db38:a9a8:f21f:b66c",5353,2,240,2,240,0,0
"fe80::db38:a9a8:f21f:b66c",53657,1,95,1,95,0,0
"ff02::1:3",5355,9,767,0,0,9,767
"ff02::c",3702,14,10052,0,0,14,10052
"ff02::fb",5353,18,1680,0,0,18,1680
