Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"13.70.178.62",443,74,27588,41,21070,33,6518
"13.105.28.1",443,21,13420,14,10606,7,2814
"13.107.139.11",443,25,10157,15,8690,10,1467
"20.4.130.154",443,105,32041,60,24541,45,7500
"20.190.167.20",443,33,23274,23,17238,10,6036
"23.214.90.121",443,13,3489,7,1032,6,2457
"52.182.143.211",443,25,11008,14,7796,11,3212
"57.150.42.33",443,120,134275,105,14891,15,119384
"72.154.7.109",443,28,6447,15,4393,13,2054
"89.42.218.88",80,42,4888,20,3052,22,1836
"89.42.218.88",443,20,6731,11,5389,9,1342
"104.98.252.15",443,23,9657,13,8399,10,1258
"149.210.234.234",3333,179,59150,102,52550,77,6600
"150.171.28.11",443,50,21810,31,13396,19,8414
"172.172.255.218",443,14,1607,8,1140,6,467
"192.168.0.47",7680,12,780,2,120,10,660
"192.168.0.191",7680,6,390,1,60,5,330
"192.168.1.112",7680,6,390,1,60,5,330
"192.168.4.55",7680,2,126,1,60,1,66
"192.168.4.82",7680,6,390,1,60,5,330
"192.168.86.47",7680,6,390,1,60,5,330
"192.168.147.134",50767,9,943,4,317,5,626
"192.168.147.134",50783,5,664,2,150,3,514
"192.168.147.134",50815,179,59150,77,6600,102,52550
"192.168.147.134",50976,2,126,1,66,1,60
"192.168.147.134",50977,36,13736,16,3231,20,10505
"192.168.147.134",50978,21,6408,9,1500,12,4908
"192.168.147.134",50979,6,390,5,330,1,60
"192.168.147.134",50980,6,390,5,330,1,60
"192.168.147.134",50981,6,390,5,330,1,60
"192.168.147.134",50982,28,6447,13,2054,15,4393
"192.168.147.134",50983,23,9657,10,1258,13,8399
"192.168.147.134",50984,6,390,5,330,1,60
"192.168.147.134",50985,11,1255,6,492,5,763
"192.168.147.134",50986,11,1255,6,492,5,763
"192.168.147.134",50987,6,390,5,330,1,60
"192.168.147.134",50988,6,390,5,330,1,60
"192.168.147.134",50989,21,6407,9,1500,12,4907
"192.168.147.134",50990,21,6408,9,1500,12,4908
"192.168.147.134",50991,38,13852,17,3287,21,10565
"192.168.147.134",50992,21,6409,9,1500,12,4909
"192.168.147.134",50993,33,23274,10,6036,23,17238
"192.168.147.134",50994,10,1189,5,426,5,763
"192.168.147.134",50995,10,1189,5,426,5,763
"192.168.147.134",50996,21,6409,9,1500,12,4909
"192.168.147.134",50997,20,6731,9,1342,11,5389
"192.168.147.134",50998,21,5793,9,3424,12,2369
"192.168.147.134",50999,25,10157,10,1467,15,8690
"192.168.147.134",51000,29,16017,10,4990,19,11027
"192.168.147.134",51001,13,3489,6,2457,7,1032
"192.168.147.134",51002,21,13420,7,2814,14,10606
"192.168.147.134",51003,25,11008,11,3212,14,7796
"192.168.147.134",51004,120,134275,15,119384,105,14891
