Address,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes,Country,City,Latitude,Longitude,AS Number,AS Organization
"13.70.178.62",74,27588,41,21070,33,6518,"","","","","",""
"13.107.139.11",25,10157,15,8690,10,1467,"","","","","",""
"20.4.130.154",105,32041,60,24541,45,7500,"","","","","",""
"20.190.167.20",33,23274,23,17238,10,6036,"","","","","",""
"23.214.90.121",45,22692,24,10138,21,12554,"","","","","",""
"72.154.7.109",28,6447,15,4393,13,2054,"","","","","",""
"89.42.218.88",62,11619,31,8441,31,3178,"","","","","",""
"104.98.252.15",23,9657,13,8399,10,1258,"","","","","",""
"149.210.234.234",174,58691,99,52310,75,6381,"","","","","",""
"150.171.28.11",50,21810,31,13396,19,8414,"","","","","",""
"172.172.255.218",14,1607,8,1140,6,467,"","","","","",""
"192.168.0.47",12,780,2,120,10,660,"","","","","",""
"192.168.0.191",6,390,1,60,5,330,"","","","","",""
"192.168.1.112",6,390,1,60,5,330,"","","","","",""
"192.168.4.55",2,126,1,60,1,66,"","","","","",""
"192.168.4.82",6,390,1,60,5,330,"","","","","",""
"192.168.86.47",6,390,1,60,5,330,"","","","","",""
"192.168.147.1",62,13404,62,13404,0,0,"","","","","",""
"192.168.147.2",78,8703,27,3898,51,4805,"","","","","",""
"192.168.147.134",761,238123,365,63647,396,174476,"","","","","",""
"192.168.147.254",2,700,1,342,1,358,"","","","","",""
"224.0.0.22",5,270,0,0,5,270,"","","","","",""
"224.0.0.251",34,2536,0,0,34,2536,"","","","","",""
"224.0.0.252",13,843,0,0,13,843,"","","","","",""
"239.255.255.250",18,10300,0,0,18,10300,"","","","","",""
