Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"3.163.44.111",443,59,20046,34,14585,25,5461
"3.167.212.68",443,4666,5186114,3443,5119068,1223,67046
"3.175.96.62",443,21,9298,12,6911,9,2387
"4.237.153.9",443,38,13847,21,10559,17,3288
"13.107.137.11",443,1,60,1,60,0,0
"20.42.65.84",443,19,7742,11,1620,8,6122
"20.44.10.123",443,29,11657,17,5698,12,5959
"20.44.229.112",443,31,12409,18,8915,13,3494
"20.189.173.1",443,30,11266,18,5716,12,5550
"20.190.167.19",443,56,44379,40,32596,16,11783
"20.190.167.148",443,39,15846,23,10836,16,5010
"23.216.63.122",443,4,246,2,138,2,108
"23.223.224.125",443,42,2637,24,1665,18,972
"23.223.224.232",80,11,1120,5,557,6,563
"35.167.144.97",443,67,20942,35,8686,32,12256
"35.241.39.12",443,30,7688,16,2596,14,5092
"40.99.133.34",443,55,13759,29,7822,26,5937
"40.126.14.162",443,1293,1318259,1017,840983,276,477276
"52.33.166.236",443,110,23069,65,5721,45,17348
"52.104.102.39",443,29,13627,18,9365,11,4262
"52.123.129.14",443,80,59220,53,54199,27,5021
"52.140.118.28",443,126,34677,71,25848,55,8829
"52.185.211.133",443,26,7419,15,5251,11,2168
"72.154.7.96",443,4,228,2,120,2,108
"72.154.7.109",443,10,588,8,480,2,108
"104.98.3.64",443,4,264,2,156,2,108
"104.244.43.131",443,42,9997,27,6535,15,3462
"109.61.38.38",80,17,2997,9,1701,8,1296
"142.250.70.163",80,14,1645,7,853,7,792
"146.75.68.157",443,706,731816,529,711828,177,19988
"146.75.68.158",443,358,342330,267,329043,91,13287
"146.75.68.159",443,138,96791,90,88162,48,8629
"150.171.22.17",443,28,11287,17,8029,11,3258
"162.159.140.229",443,35,11468,19,6455,16,5013
"172.172.255.216",443,3,170,1,60,2,110
"184.84.150.57",443,16,15538,12,12672,4,2866
"192.168.0.47",7680,44,2856,8,480,36,2376
"192.168.0.191",7680,6,390,1,60,5,330
"192.168.1.112",7680,32,2076,6,360,26,1716
"192.168.4.55",7680,12,780,2,120,10,660
"192.168.4.82",7680,6,390,1,60,5,330
"192.168.20.4",7680,9,570,4,240,5,330
"192.168.86.47",7680,6,390,1,60,5,330
"192.168.147.134",50392,3,170,2,110,1,60
"192.168.147.134",50393,1,60,0,0,1,60
"192.168.147.134",50394,4,228,2,108,2,120
"192.168.147.134",50395,4,246,2,108,2,138
"192.168.147.134",50396,4,228,2,108,2,120
"192.168.147.134",50397,841,956543,155,271131,686,685412
"192.168.147.134",50399,7,420,0,0,7,420
"192.168.147.134",50407,8,480,0,0,8,480
"192.168.147.134",50409,452,361716,121,206145,331,155571
"192.168.147.134",50410,19,7742,8,6122,11,1620
"192.168.147.134",50412,1,60,0,0,1,60
"192.168.147.134",50413,2,126,1,66,1,60
"192.168.147.134",50414,1,60,0,0,1,60
"192.168.147.134",50415,1,60,0,0,1,60
"192.168.147.134",50416,2,126,1,66,1,60
"192.168.147.134",50417,1,60,0,0,1,60
"192.168.147.134",50418,1,60,0,0,1,60
"192.168.147.134",50420,1,60,0,0,1,60
"192.168.147.134",50421,4,228,2,108,2,120
"192.168.147.134",50422,4,228,2,108,2,120
"192.168.147.134",50426,4,253,2,108,2,145
"192.168.147.134",50427,5,313,2,108,3,205
"192.168.147.134",50428,5,313,2,108,3,205
"192.168.147.134",50429,4,253,2,108,2,145
"192.168.147.134",50430,5,313,2,108,3,205
"192.168.147.134",50431,5,313,2,108,3,205
"192.168.147.134",50432,4,253,2,108,2,145
"192.168.147.134",50433,5,313,2,108,3,205
"192.168.147.134",50434,5,313,2,108,3,205
"192.168.147.134",50435,16,15538,4,2866,12,12672
"192.168.147.134",50437,2,132,1,54,1,78
"192.168.147.134",50438,2,132,1,54,1,78
"192.168.147.134",50439,60,13991,30,11013,30,2978
"192.168.147.134",50440,67,20942,32,12256,35,8686
"192.168.147.134",50441,30,10364,13,2630,17,7734
"192.168.147.134",50442,15,3876,7,2578,8,1298
"192.168.147.134",50443,4666,5186114,1223,67046,3443,5119068
"192.168.147.134",50444,15,3812,7,2514,8,1298
"192.168.147.134",50445,21,9298,9,2387,12,6911
"192.168.147.134",50446,56,41629,17,3475,39,38154
"192.168.147.134",50447,650,690187,160,16513,490,673674
"192.168.147.134",50448,35,11468,16,5013,19,6455
"192.168.147.134",50449,17,6179,7,2282,10,3897
"192.168.147.134",50450,121,90612,41,6347,80,84265
"192.168.147.134",50451,33,9451,14,3396,19,6055
"192.168.147.134",50452,9,546,1,66,8,480
"192.168.147.134",50453,160,149370,39,5610,121,143760
"192.168.147.134",50454,17,7261,7,2179,10,5082
"192.168.147.134",50455,35,8178,15,6335,20,1843
"192.168.147.134",50456,39,15846,16,5010,23,10836
"192.168.147.134",50457,26,7419,11,2168,15,5251
"192.168.147.134",50458,52,43781,16,2215,36,41566
"192.168.147.134",50459,30,11266,12,5550,18,5716
"192.168.147.134",50460,181,185699,45,5498,136,180201
"192.168.147.134",50461,55,13759,26,5937,29,7822
"192.168.147.134",50462,38,13847,17,3288,21,10559
"192.168.147.134",50463,29,9682,12,2831,17,6851
"192.168.147.134",50464,6,390,5,330,1,60
"192.168.147.134",50465,6,390,5,330,1,60
"192.168.147.134",50466,6,390,5,330,1,60
"192.168.147.134",50467,11,1120,6,563,5,557
"192.168.147.134",50468,14,1645,7,792,7,853
"192.168.147.134",50469,27,12181,11,3386,16,8795
"192.168.147.134",50470,25,13399,9,4154,16,9245
"192.168.147.134",50471,6,390,5,330,1,60
"192.168.147.134",50472,6,390,5,330,1,60
"192.168.147.134",50473,6,390,5,330,1,60
"192.168.147.134",50474,28,15439,11,2806,17,12633
"192.168.147.134",50475,6,390,5,330,1,60
"192.168.147.134",50476,6,390,5,330,1,60
"192.168.147.134",50477,6,390,5,330,1,60
"192.168.147.134",50478,6,390,5,330,1,60
"192.168.147.134",50479,6,390,5,330,1,60
"192.168.147.134",50480,6,390,5,330,1,60
"192.168.147.134",50481,17,2997,8,1296,9,1701
"192.168.147.134",50482,6,390,5,330,1,60
"192.168.147.134",50483,6,390,5,330,1,60
"192.168.147.134",50484,6,390,5,330,1,60
"192.168.147.134",50485,9,570,5,330,4,240
"192.168.147.134",50486,6,390,5,330,1,60
"192.168.147.134",50487,28,11287,11,3258,17,8029
"192.168.147.134",50488,6,390,5,330,1,60
"192.168.147.134",50489,25,6316,11,1224,14,5092
"192.168.147.134",50490,25,6439,11,1328,14,5111
"192.168.147.134",50491,28,22241,8,5921,20,16320
"192.168.147.134",50492,28,22138,8,5862,20,16276
"192.168.147.134",50493,25,6960,11,1847,14,5113
"192.168.147.134",50494,29,11657,12,5959,17,5698
"192.168.147.134",50495,26,8565,11,3108,15,5457
