Address,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes,Country,City,Latitude,Longitude,AS Number,AS Organization
"4.195.183.33",8,456,4,240,4,216,"","","","","",""
"13.107.137.11",26,10211,15,8690,11,1521,"","","","","",""
"13.107.246.32",64,26607,37,19487,27,7120,"","","","","",""
"20.4.130.154",189,57655,108,44155,81,13500,"","","","","",""
"20.135.4.169",26,14479,17,11557,9,2922,"","","","","",""
"20.189.173.5",27,10493,15,7931,12,2562,"","","","","",""
"20.189.173.6",29,11233,16,7916,13,3317,"","","","","",""
"20.227.97.55",32,13452,18,10328,14,3124,"","","","","",""
"23.223.224.125",47,20697,27,18181,20,2516,"","","","","",""
"23.223.224.232",11,1120,5,557,6,563,"","","","","",""
"40.99.130.82",117,65096,63,42451,54,22645,"","","","","",""
"40.103.64.178",30,9985,16,6589,14,3396,"","","","","",""
"51.195.237.146",21,1583,12,1061,9,522,"","","","","",""
"52.98.141.114",31,12179,18,7312,13,4867,"","","","","",""
"52.123.128.14",21,8836,12,6138,9,2698,"","","","","",""
"52.182.143.214",38,18703,24,6214,14,12489,"","","","","",""
"52.191.219.104",25,6409,14,5111,11,1298,"","","","","",""
"57.150.129.65",86,86028,70,12885,16,73143,"","","","","",""
"72.154.7.96",28,5992,15,3963,13,2029,"","","","","",""
"72.154.7.109",29,6539,16,4485,13,2054,"","","","","",""
"89.42.218.88",80,13865,41,9967,39,3898,"","","","","",""
"101.33.26.188",28,3400,13,1702,15,1698,"","","","","",""
"123.253.149.90",22,9605,13,8550,9,1055,"","","","","",""
"135.125.224.84",46,4209,27,3063,19,1146,"","","","","",""
"135.233.95.80",39,20924,25,16293,14,4631,"","","","","",""
"142.250.66.206",50,29340,29,20987,21,8353,"","","","","",""
"142.250.70.163",51,28601,28,18412,23,10189,"","","","","",""
"142.250.70.227",16,1976,8,1130,8,846,"","","","","",""
"149.210.234.234",310,127382,184,116804,126,10578,"","","","","",""
"150.171.22.17",29,11270,18,8124,11,3146,"","","","","",""
"150.171.27.11",192,88481,118,47916,74,40565,"","","","","",""
"172.172.255.216",31,2996,16,1954,15,1042,"","","","","",""
"184.84.150.56",84,32189,46,19260,38,12929,"","","","","",""
"192.168.0.47",12,780,2,120,10,660,"","","","","",""
"192.168.0.191",6,390,1,60,5,330,"","","","","",""
"192.168.1.112",6,390,1,60,5,330,"","","","","",""
"192.168.4.55",6,390,1,60,5,330,"","","","","",""
"192.168.4.82",6,390,1,60,5,330,"","","","","",""
"192.168.20.4",9,570,4,240,5,330,"","","","","",""
"192.168.86.47",6,390,1,60,5,330,"","","","","",""
"192.168.147.1",153,36852,153,36852,0,0,"","","","","",""
"192.168.147.2",205,23349,78,11707,127,11642,"","","","","",""
"192.168.147.134",2139,791130,960,278666,1179,512464,"","","","","",""
"192.168.147.254",4,1400,2,684,2,716,"","","","","",""
"224.0.0.22",10,540,0,0,10,540,"","","","","",""
"224.0.0.251",76,5440,0,0,76,5440,"","","","","",""
"224.0.0.252",41,2646,0,0,41,2646,"","","","","",""
"239.255.255.250",42,29316,0,0,42,29316,"","","","","",""
