Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	0.14	0.13	337	5,708	0.01	Normal
smss	1	0.00	1.00	2	63	0.00	Normal
csrss	4	0.00	28.84	47	1,933	0.00	Normal
wininit	1	0.00	6.32	1	148	0.00	Normal
services	1	0.01	9.03	7	714	0.00	Normal
lsass	1	0.01	25.29	11	2,098	0.00	Normal
svchost	86	0.24	920.92	575	31,720	0.35	Normal
fontdrvhost	4	0.00	16.55	20	148	0.00	Normal
Memory Compression	1	0.11	95.87	114	0	0.00	Normal
spoolsv	1	0.00	3.97	11	515	0.00	Normal
vmtoolsd	2	0.00	19.11	19	667	0.00	Normal
vm3dservice	4	0.00	19.43	16	505	0.00	Normal
VGAuthService	1	0.00	7.49	2	170	0.00	Normal
dllhost	7	0.00	70.37	48	1,725	0.00	Normal
msdtc	1	0.00	8.09	9	237	0.00	Normal
AggregatorHost	1	0.00	6.98	3	137	0.00	Normal
SearchIndexer	1	0.22	40.17	19	978	0.05	Normal
SecurityHealthService	1	0.00	13.90	19	705	0.00	Normal
SgrmBroker	1	0.00	6.51	6	107	0.00	Normal
MsMpEng	1	0.13	216.22	66	1,142	0.00	Normal
MpDefenderCoreService	1	0.00	13.73	10	499	0.00	Normal
NisSrv	1	0.00	7.71	6	210	0.00	Normal
uhssvc	1	0.00	1.83	3	275	0.00	Normal
winlogon	3	0.00	23.98	12	777	0.00	Normal
dwm	3	0.06	112.21	47	2,953	0.00	Normal
sihost	3	0.02	101.25	36	1,781	0.00	Normal
explorer	3	0.08	489.76	207	9,180	0.00	Normal
taskhostw	3	0.00	42.12	24	929	0.01	Normal
Widgets	3	0.00	16.94	4	427	0.00	Normal
SearchHost	3	0.00	270.33	163	4,432	0.00	Normal
StartMenuExperienceHost	3	0.00	200.55	44	2,744	0.00	Normal
RuntimeBroker	12	0.04	168.41	65	4,112	0.00	Normal
ctfmon	3	0.00	30.20	35	1,255	0.00	Normal
SystemSettings	1	0.00	0.37	15	992	0.00	Normal
ApplicationFrameHost	1	0.00	2.66	4	471	0.00	Normal
SecurityHealthSystray	3	0.00	19.39	5	526	0.00	Normal
msedge	20	0.05	466.08	434	7,742	0.21	Normal
OneDrive	3	0.00	119.38	77	2,295	0.00	Normal
msteams	3	0.00	56.04	163	2,511	0.00	Normal
msedgewebview2	18	0.06	297.32	431	7,350	0.03	Normal
WinStore.App	1	0.00	1.09	13	600	0.00	Normal
ShellExperienceHost	1	0.00	0.00	16	605	0.00	Normal
MoUsoCoreWorker	1	0.02	25.13	10	442	0.00	Normal
MoNotificationUx	3	0.00	21.95	12	746	0.00	Normal
LogonUI	2	0.00	30.59	11	640	0.00	Normal
SearchProtocolHost	1	0.16	21.62	9	542	0.01	Normal
brave	14	1.75	908.83	340	6,883	0.55	Normal
SearchFilterHost	2	0.00	12.56	9	417	0.00	Normal
WindowsPackageManagerServer	1	0.00	7.99	4	404	0.00	Normal
MicrosoftEdgeUpdate	1	0.00	2.34	4	209	0.00	Normal
backgroundTaskHost	1	0.02	2.74	18	664	0.00	Normal
VSSVC	1	0.00	9.11	7	164	0.00	Normal
