Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"172.28.48.1",53,28,5530,14,4380,14,1150
"172.28.48.1",62342,14,9772,14,9772,0,0
"172.28.58.189",138,1,243,1,243,0,0
"172.28.58.189",52677,2,300,1,79,1,221
"172.28.58.189",55047,2,570,1,88,1,482
"172.28.58.189",56583,2,503,1,79,1,424
"172.28.58.189",57512,2,442,1,79,1,363
"172.28.58.189",57668,2,503,1,79,1,424
"172.28.58.189",61322,2,193,1,79,1,114
"172.28.58.189",61535,2,509,1,88,1,421
"172.28.58.189",62116,2,442,1,79,1,363
"172.28.58.189",62285,8,1290,4,316,4,974
"172.28.58.189",63726,2,418,1,92,1,326
"172.28.58.189",64557,2,360,1,92,1,268
"172.28.63.255",138,1,243,0,0,1,243
"239.255.255.250",3702,14,9772,0,0,14,9772
"fe80::2684:10da:dbd:2b6f",62343,14,10052,14,10052,0,0
"ff02::c",3702,14,10052,0,0,14,10052
