Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	0.01	0.14	249	0	0.01	Normal
smss	1	0.00	0.23	2	60	0.00	Normal
csrss	3	0.00	22.58	34	0	0.00	Normal
wininit	1	0.00	0.73	1	148	0.00	Normal
winlogon	2	0.00	7.62	8	539	0.00	Normal
services	1	0.00	6.01	6	678	0.00	Normal
lsass	1	0.00	17.78	9	0	0.00	Normal
svchost	78	0.03	611.32	428	0	0.01	Normal
fontdrvhost	3	0.00	8.47	15	111	0.00	Normal
dwm	2	0.01	60.60	29	0	0.00	Normal
Memory Compression	1	0.02	221.93	179	0	0.00	Normal
spoolsv	1	0.00	3.92	10	434	0.00	Normal
vmtoolsd	2	0.00	15.73	17	669	0.00	Normal
VGAuthService	1	0.00	0.24	2	170	0.00	Normal
vm3dservice	3	0.00	3.92	11	391	0.00	Normal
MsMpEng	1	0.02	195.24	63	0	0.00	Normal
MpDefenderCoreService	1	0.00	9.47	10	501	0.00	Normal
dllhost	6	0.00	41.73	34	0	0.00	Normal
msdtc	1	0.00	0.35	9	237	0.00	Normal
AggregatorHost	1	0.00	5.61	2	136	0.00	Normal
NisSrv	1	0.00	3.80	3	213	0.00	Normal
SgrmBroker	1	0.00	4.35	6	107	0.00	Normal
uhssvc	1	0.00	11.28	3	268	0.00	Normal
SearchIndexer	1	0.01	49.66	15	991	0.01	Normal
SecurityHealthService	1	0.00	12.55	12	577	0.00	Normal
sihost	2	0.00	47.15	22	0	0.00	Normal
taskhostw	2	0.00	15.43	13	586	0.00	Normal
explorer	2	0.04	260.37	146	0	0.00	Normal
ctfmon	2	0.00	11.57	22	884	0.00	Normal
Widgets	2	0.00	27.45	36	0	0.00	Normal
WidgetService	2	0.00	12.32	8	600	0.00	Normal
SearchHost	2	0.00	125.41	120	0	0.00	Normal
StartMenuExperienceHost	2	0.00	87.87	31	0	0.00	Normal
RuntimeBroker	13	0.00	169.39	53	0	0.00	Normal
PhoneExperienceHost	1	0.00	16.46	17	0	0.00	Normal
SecurityHealthSystray	2	0.00	5.96	2	364	0.00	Normal
msteams	1	0.00	17.64	53	831	0.00	Normal
msedgewebview2	6	0.01	28.17	142	0	0.00	Normal
WindowsPackageManagerServer	1	0.00	4.72	4	402	0.00	Normal
OneDrive	1	-0.00	18.46	23	899	-0.00	Normal
OneDrive.Sync.Service	2	0.00	31.91	32	0	0.00	Normal
MoUsoCoreWorker	1	0.00	9.98	6	397	0.00	Normal
StoreDesktopExtension	2	0.00	3.02	6	626	0.00	Normal
WinStore.App	2	0.00	23.02	21	0	0.00	Normal
ShellExperienceHost	2	0.00	78.11	46	0	0.00	Normal
SearchProtocolHost	1	0.01	22.42	6	457	0.00	Normal
MicrosoftEdgeUpdate	1	0.00	4.23	4	215	0.00	Normal
SearchFilterHost	2	0.00	9.20	8	462	0.00	Normal
ApplicationFrameHost	1	0.00	24.10	2	413	0.00	Normal
MoNotificationUx	1	0.00	2.07	4	262	0.00	Normal
LogonUI	1	0.00	3.81	5	325	0.00	Normal
SystemSettings	1	0.00	1.09	19	0	0.00	Normal
LockApp	1	0.00	41.19	13	515	0.00	Normal
DataExchangeHost	1	0.00	24.04	1	338	0.00	Normal
audiodg	1	0.00	12.23	5	217	0.00	Normal
conhost	1	0.00	6.99	3	129	0.00	Normal
EasyMiner	1	0.03	45.26	11	519	0.00	Normal
minerdcpu	1	6.25	18.92	19	272	0.00	Normal
msedge	9	0.01	311.15	169	0	0.19	Normal
HxTsr	1	0.00	20.55	14	344	0.00	Normal
SystemSettingsBroker	1	0.00	17.06	1	237	0.00	Normal
