Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"3.24.249.154",443,33,15192,20,11187,13,4005
"3.163.44.111",443,59,20046,34,14585,25,5461
"3.167.212.68",443,4666,5186114,3443,5119068,1223,67046
"3.175.96.62",443,21,9298,12,6911,9,2387
"4.237.153.9",443,38,13847,21,10559,17,3288
"13.107.137.11",443,1,60,1,60,0,0
"18.65.244.47",443,17,8898,10,6711,7,2187
"18.65.244.52",443,182,171778,121,165889,61,5889
"18.67.110.62",443,18,9097,10,6791,8,2306
"20.27.233.185",443,35,10790,18,7477,17,3313
"20.42.65.84",443,19,7742,11,1620,8,6122
"20.44.10.123",443,29,11657,17,5698,12,5959
"20.44.229.112",443,31,12409,18,8915,13,3494
"20.49.150.241",443,101,31381,57,21498,44,9883
"20.189.173.1",443,30,11266,18,5716,12,5550
"20.189.173.5",443,28,10484,15,7856,13,2628
"20.190.167.19",443,94,67087,65,49172,29,17915
"20.190.167.20",443,34,31702,26,23887,8,7815
"20.190.167.148",443,39,15846,23,10836,16,5010
"23.216.63.122",443,4,246,2,138,2,108
"23.223.224.125",443,42,2637,24,1665,18,972
"23.223.224.232",80,11,1120,5,557,6,563
"35.167.144.97",443,67,20942,35,8686,32,12256
"35.241.39.12",443,47,15647,25,8246,22,7401
"40.74.79.222",443,35,13712,19,7889,16,5823
"40.99.133.34",443,55,13759,29,7822,26,5937
"40.126.14.162",443,1293,1318259,1017,840983,276,477276
"52.33.166.236",443,112,23189,67,5841,45,17348
"52.104.102.39",443,29,13627,18,9365,11,4262
"52.123.129.14",443,80,59220,53,54199,27,5021
"52.140.118.28",443,126,34677,71,25848,55,8829
"52.185.211.133",443,26,7419,15,5251,11,2168
"72.154.7.96",443,4,228,2,120,2,108
"72.154.7.109",443,10,588,8,480,2,108
"104.98.3.64",443,4,264,2,156,2,108
"104.244.43.131",443,42,9997,27,6535,15,3462
"108.158.20.92",443,5829,6312560,4182,6208524,1647,104036
"109.61.38.38",80,17,2997,9,1701,8,1296
"142.250.70.163",80,14,1645,7,853,7,792
"146.75.68.157",443,706,731816,529,711828,177,19988
"146.75.68.158",443,358,342330,267,329043,91,13287
"146.75.68.159",443,138,96791,90,88162,48,8629
"150.171.22.17",443,28,11287,17,8029,11,3258
"151.101.82.27",443,109,88506,72,82818,37,5688
"162.159.140.229",443,35,11468,19,6455,16,5013
"172.172.255.216",443,11,837,5,467,6,370
"184.84.150.57",443,16,15538,12,12672,4,2866
"192.168.0.47",7680,56,3636,10,600,46,3036
"192.168.0.191",7680,18,1170,3,180,15,990
"192.168.1.112",7680,38,2466,7,420,31,2046
"192.168.4.55",7680,18,1170,3,180,15,990
"192.168.4.82",7680,18,1170,3,180,15,990
"192.168.20.4",7680,27,1710,12,720,15,990
"192.168.86.47",7680,18,1170,3,180,15,990
