Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"3.175.115.7",443,27,10481,16,7588,11,2893
"18.65.244.47",443,6,343,3,180,3,163
"18.65.244.52",443,11,666,6,393,5,273
"18.67.110.62",443,6,343,3,180,3,163
"20.42.73.28",443,32,16154,20,5844,12,10310
"20.189.173.6",443,26,11153,14,7871,12,3282
"20.190.167.20",443,4,228,2,120,2,108
"35.80.244.131",443,39,14135,22,7992,17,6143
"35.241.39.12",443,278,45367,142,20237,136,25130
"40.99.129.2",443,55,13787,28,7792,27,5995
"40.115.75.193",443,38,13845,21,10559,17,3286
"52.88.52.168",443,28,8675,16,4729,12,3946
"52.98.140.66",443,1,60,1,60,0,0
"108.158.20.92",443,1146,1254995,874,1237427,272,17568
"108.158.32.114",443,61,11561,31,8084,30,3477
"123.253.149.24",443,22,9606,13,8551,9,1055
"151.101.81.91",443,59,11748,31,7069,28,4679
"151.101.82.27",443,27,1630,14,917,13,713
"172.172.255.216",443,19,1764,9,1037,10,727
"192.168.0.47",7680,30,1950,5,300,25,1650
"192.168.0.191",7680,24,1560,4,240,20,1320
"192.168.1.112",7680,6,390,1,60,5,330
"192.168.4.55",7680,18,1170,3,180,15,990
"192.168.4.82",7680,24,1560,4,240,20,1320
"192.168.20.4",7680,27,1710,12,720,15,990
"192.168.86.47",7680,24,1560,4,240,20,1320
"192.168.147.134",50392,11,890,6,427,5,463
"192.168.147.134",50405,8,874,4,300,4,574
"192.168.147.134",50436,1,60,0,0,1,60
"192.168.147.134",50516,6,343,3,163,3,180
"192.168.147.134",50517,6,343,3,163,3,180
"192.168.147.134",50518,6,343,3,163,3,180
"192.168.147.134",50520,27,1630,13,713,14,917
"192.168.147.134",50521,11,666,5,273,6,393
"192.168.147.134",50522,897,1033482,191,11754,706,1021728
"192.168.147.134",50523,249,221513,81,5814,168,215699
"192.168.147.134",50524,4,228,2,108,2,120
"192.168.147.134",50527,6,390,5,330,1,60
"192.168.147.134",50528,59,11748,28,4679,31,7069
"192.168.147.134",50529,61,11561,30,3477,31,8084
"192.168.147.134",50530,56,6277,29,3722,27,2555
"192.168.147.134",50531,47,11509,22,4284,25,7225
"192.168.147.134",50532,57,6376,29,3761,28,2615
"192.168.147.134",50533,6,390,5,330,1,60
"192.168.147.134",50534,6,390,5,330,1,60
"192.168.147.134",50535,28,8675,12,3946,16,4729
"192.168.147.134",50536,6,390,5,330,1,60
"192.168.147.134",50537,9,570,5,330,4,240
"192.168.147.134",50538,6,390,5,330,1,60
"192.168.147.134",50539,6,390,5,330,1,60
"192.168.147.134",50540,6,390,5,330,1,60
"192.168.147.134",50541,6,390,5,330,1,60
"192.168.147.134",50542,42,7253,20,4500,22,2753
"192.168.147.134",50543,6,390,5,330,1,60
"192.168.147.134",50544,9,570,5,330,4,240
"192.168.147.134",50545,22,9606,9,1055,13,8551
"192.168.147.134",50546,55,13787,27,5995,28,7792
"192.168.147.134",50547,6,390,5,330,1,60
"192.168.147.134",50548,32,16154,12,10310,20,5844
"192.168.147.134",50549,6,390,5,330,1,60
"192.168.147.134",50550,6,390,5,330,1,60
"192.168.147.134",50551,6,390,5,330,1,60
"192.168.147.134",50552,6,390,5,330,1,60
"192.168.147.134",50553,42,7302,20,4571,22,2731
"192.168.147.134",50554,38,13845,17,3286,21,10559
"192.168.147.134",50555,9,570,5,330,4,240
"192.168.147.134",50556,6,390,5,330,1,60
"192.168.147.134",50557,6,390,5,330,1,60
"192.168.147.134",50558,6,390,5,330,1,60
"192.168.147.134",50559,6,390,5,330,1,60
"192.168.147.134",50560,6,390,5,330,1,60
"192.168.147.134",50561,28,6307,13,4129,15,2178
"192.168.147.134",50562,6,390,5,330,1,60
"192.168.147.134",50563,6,390,5,330,1,60
"192.168.147.134",50564,11,5497,5,2229,6,3268
"192.168.147.134",50565,27,10481,11,2893,16,7588
"192.168.147.134",50566,28,8638,12,3914,16,4724
"192.168.147.134",50567,26,11153,12,3282,14,7871
