Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"172.28.48.1",53,70,13940,35,10862,35,3078
"172.28.48.1",53966,7,4886,7,4886,0,0
"172.28.48.1",59198,4,328,4,328,0,0
"172.28.48.1",59205,2,264,2,264,0,0
"172.28.58.189",49360,2,360,1,92,1,268
"172.28.58.189",50280,2,442,1,79,1,363
"172.28.58.189",50612,2,470,1,92,1,378
"172.28.58.189",52088,2,259,1,85,1,174
"172.28.58.189",53010,2,418,1,92,1,326
"172.28.58.189",53268,4,888,2,148,2,740
"172.28.58.189",54824,2,360,1,92,1,268
"172.28.58.189",55038,2,391,1,89,1,302
"172.28.58.189",55098,2,470,1,92,1,378
"172.28.58.189",55907,2,220,1,88,1,132
"172.28.58.189",56375,2,268,1,88,1,180
"172.28.58.189",56934,2,424,1,92,1,332
"172.28.58.189",57055,2,421,1,93,1,328
"172.28.58.189",57272,2,406,1,88,1,318
"172.28.58.189",57294,2,491,1,99,1,392
"172.28.58.189",57368,2,338,1,89,1,249
"172.28.58.189",57880,2,252,1,85,1,167
"172.28.58.189",58291,2,418,1,92,1,326
"172.28.58.189",58315,2,464,1,90,1,374
"172.28.58.189",58364,2,473,1,93,1,380
"172.28.58.189",58618,6,1254,3,276,3,978
"172.28.58.189",59434,2,503,1,79,1,424
"172.28.58.189",59568,4,670,2,158,2,512
"172.28.58.189",61137,2,353,1,88,1,265
"172.28.58.189",61235,2,412,1,90,1,322
"172.28.58.189",61496,2,418,1,92,1,326
"172.28.58.189",61708,2,470,1,92,1,378
"172.28.58.189",63676,2,439,1,99,1,340
"172.28.58.189",64154,4,770,2,154,2,616
"172.28.58.189",65050,2,418,1,92,1,326
"224.0.0.251",5353,4,328,0,0,4,328
"239.255.255.250",1900,2,264,0,0,2,264
"239.255.255.250",3702,7,4886,0,0,7,4886
"fe80::2684:10da:dbd:2b6f",53967,7,5026,7,5026,0,0
"ff02::c",3702,7,5026,0,0,7,5026
