Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	0.85	0.16	142	0	0.01	Normal
smss	1	0.00	1.66	2	58	0.00	Normal
csrss	2	0.05	15.42	24	0	0.00	Normal
wininit	1	0.00	9.46	1	158	0.00	Normal
services	1	0.04	11.46	7	647	0.00	Normal
lsass	1	0.03	27.70	10	0	0.00	Normal
fontdrvhost	2	0.00	16.91	10	84	0.00	Normal
svchost	72	2.15	1436.20	495	0	0.49	Normal
VBoxService	1	0.05	8.59	11	166	0.00	Normal
Memory Compression	1	0.05	27.53	42	0	0.00	Normal
spoolsv	1	0.00	21.12	10	446	0.00	Normal
OfficeClickToRun	1	0.01	70.55	17	864	0.00	Normal
MpDefenderCoreService	1	0.00	27.89	9	512	0.00	Normal
snmp	1	0.01	12.03	5	245	0.00	Normal
MsMpEng	1	0.38	273.83	25	962	0.00	Normal
AggregatorHost	1	0.00	15.24	3	212	0.00	Normal
SearchIndexer	1	0.02	38.69	10	926	0.00	Normal
NisSrv	1	0.00	14.71	3	215	0.00	Normal
SecurityHealthService	1	0.00	24.32	10	589	0.00	Normal
winlogon	1	0.00	13.44	5	266	0.00	Normal
dwm	1	0.32	108.93	19	0	0.00	Normal
sihost	1	0.02	48.08	12	673	0.00	Normal
taskhostw	1	0.00	22.94	8	319	0.00	Normal
explorer	1	0.12	277.05	64	0	0.00	Normal
ShellHost	1	0.00	40.03	6	383	0.00	Normal
CrossDeviceResume	1	0.00	45.33	5	411	0.00	Normal
OneDrive	1	0.00	129.73	24	963	0.00	Normal
Widgets	1	0.00	65.79	15	892	0.00	Normal
SearchHost	1	0.01	129.82	13	0	0.00	Normal
StartMenuExperienceHost	1	0.02	139.77	15	0	0.00	Normal
UserOOBEBroker	1	0.00	11.21	1	129	0.00	Normal
RuntimeBroker	3	0.06	93.11	16	995	0.00	Normal
WidgetService	1	0.03	29.61	7	335	0.00	Normal
msedgewebview2	12	0.10	745.83	217	0	0.02	Normal
ctfmon	1	0.01	36.79	9	520	0.00	Normal
PhoneExperienceHost	1	0.09	174.35	20	0	0.00	Normal
SecurityHealthSystray	1	0.00	12.82	1	178	0.00	Normal
VBoxTray	1	0.01	14.20	11	274	0.00	Normal
backgroundTaskHost	1	0.03	60.27	11	483	0.00	Normal
Code	8	0.10	861.65	163	0	0.00	Normal
AppActions	1	0.00	42.61	6	291	0.00	Normal
dllhost	1	0.00	0.00	0	0	0.00	Normal
