Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	4.74	0.16	136	0	0.00	Normal
smss	1	0.00	1.61	2	58	0.00	Normal
csrss	2	0.04	14.94	23	0	0.00	Normal
wininit	1	0.00	9.43	1	158	0.00	Normal
winlogon	1	0.00	15.07	5	265	0.00	Normal
services	1	0.01	11.43	7	624	0.00	Normal
lsass	1	0.02	27.67	10	0	0.00	Normal
fontdrvhost	2	0.00	15.98	10	84	0.00	Normal
svchost	70	0.31	1313.61	402	0	0.24	Normal
dwm	1	2.77	148.45	18	973	0.00	Normal
VBoxService	1	0.07	8.94	11	166	0.00	Normal
Memory Compression	1	0.02	32.90	58	0	0.00	Normal
spoolsv	1	0.00	29.44	10	487	0.00	Normal
MpDefenderCoreService	1	0.00	27.46	8	512	0.00	Normal
snmp	1	0.00	12.10	5	245	0.00	Normal
MsMpEng	1	0.13	246.70	24	919	0.00	Normal
sihost	1	0.00	46.78	11	649	0.00	Normal
taskhostw	1	0.00	19.50	6	276	0.00	Normal
explorer	1	0.43	282.34	76	0	0.00	Normal
ShellHost	1	0.00	39.96	6	383	0.00	Normal
AggregatorHost	1	0.00	17.97	3	239	0.00	Normal
CrossDeviceResume	1	0.00	45.37	4	411	0.00	Normal
StartMenuExperienceHost	1	0.02	142.77	18	0	0.00	Normal
SearchHost	1	0.00	128.73	17	0	0.00	Normal
RuntimeBroker	2	0.00	83.52	12	835	0.00	Normal
msedgewebview2	13	5.91	922.98	235	0	0.72	Normal
ctfmon	1	0.02	35.28	9	515	0.00	Normal
NisSrv	1	0.00	14.53	3	215	0.00	Normal
SecurityHealthSystray	1	0.00	12.88	1	178	0.00	Normal
SecurityHealthService	1	0.00	24.13	8	491	0.00	Normal
PhoneExperienceHost	1	0.00	160.34	17	0	0.00	Normal
VBoxTray	1	0.01	14.45	11	265	0.00	Normal
OneDrive	1	0.00	128.83	24	960	0.00	Normal
Microsoft.SharePoint	1	0.00	2.75	15	540	0.00	Normal
OfficeClickToRun	1	0.00	81.48	17	757	0.00	Normal
AppVShNotify	1	0.00	10.85	1	164	0.00	Normal
SearchIndexer	1	0.01	36.32	9	908	0.00	Normal
Widgets	1	0.01	67.63	15	872	0.00	Normal
WidgetService	1	0.00	27.04	5	325	0.00	Normal
backgroundTaskHost	1	0.00	2.17	12	329	0.00	Normal
msedge	13	0.02	732.38	216	0	0.00	Normal
Code	7	0.15	762.01	150	0	0.00	Normal
SDXHelper	1	0.06	31.97	14	635	0.00	Normal
dllhost	1	0.01	22.57	6	250	0.00	Normal
