Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	0.38	0.16	135	0	0.00	Normal
smss	1	0.00	1.66	2	58	0.00	Normal
csrss	2	0.04	15.41	24	0	0.00	Normal
wininit	1	0.00	9.45	1	158	0.00	Normal
services	1	0.01	11.48	7	624	0.00	Normal
lsass	1	0.02	27.83	10	0	0.00	Normal
fontdrvhost	2	0.00	17.17	10	84	0.00	Normal
svchost	71	0.14	1322.54	413	0	0.00	Normal
VBoxService	1	0.06	9.05	11	166	0.00	Normal
Memory Compression	1	0.00	32.25	46	0	0.00	Normal
spoolsv	1	0.00	21.10	9	445	0.00	Normal
OfficeClickToRun	1	0.01	70.58	18	778	0.00	Normal
MpDefenderCoreService	1	0.01	28.19	9	513	0.00	Normal
snmp	1	0.01	12.07	5	245	0.00	Normal
MsMpEng	1	0.06	254.78	23	810	0.00	Normal
AggregatorHost	1	0.00	17.22	3	239	0.00	Normal
SearchIndexer	1	0.00	39.97	9	922	0.00	Normal
NisSrv	1	0.00	14.70	3	215	0.00	Normal
SecurityHealthService	1	0.00	24.20	8	493	0.00	Normal
winlogon	1	0.00	13.45	5	262	0.00	Normal
dwm	1	0.21	113.07	19	959	0.00	Normal
sihost	1	0.00	48.42	12	667	0.00	Normal
taskhostw	1	0.00	21.84	7	313	0.00	Normal
explorer	1	0.06	338.47	79	0	0.00	Normal
ShellHost	1	0.00	40.05	6	383	0.00	Normal
CrossDeviceResume	1	0.00	45.37	5	411	0.00	Normal
OneDrive	1	0.00	130.12	24	964	0.00	Normal
Widgets	1	0.00	66.02	13	887	0.00	Normal
SearchHost	1	0.00	130.06	14	0	0.00	Normal
StartMenuExperienceHost	1	0.00	146.08	17	0	0.00	Normal
UserOOBEBroker	1	0.00	11.21	1	129	0.00	Normal
RuntimeBroker	4	0.00	102.68	15	0	0.00	Normal
WidgetService	1	0.00	27.37	5	330	0.00	Normal
msedgewebview2	12	0.01	774.09	218	0	0.00	Normal
ctfmon	1	0.02	36.98	9	538	0.00	Normal
PhoneExperienceHost	1	0.10	174.09	20	0	0.00	Normal
SecurityHealthSystray	1	0.00	12.85	1	178	0.00	Normal
VBoxTray	1	0.01	14.87	11	286	0.00	Normal
backgroundTaskHost	3	0.00	53.96	30	0	0.00	Normal
Code	8	0.09	887.10	163	0	0.00	Normal
AppActions	1	0.00	42.28	5	290	0.00	Normal
FileCoAuth	1	0.00	29.38	3	207	0.00	Normal
audiodg	1	0.00	15.60	6	235	0.00	Normal
dllhost	1	0.00	0.00	0	0	0.00	Normal
