Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	0.07	0.14	287	0	0.00	Normal
smss	1	0.00	0.23	2	60	0.00	Normal
csrss	3	0.00	27.10	36	0	0.00	Normal
wininit	1	0.00	0.73	1	148	0.00	Normal
winlogon	2	0.00	7.63	8	539	0.00	Normal
services	1	0.01	6.23	7	688	0.00	Normal
lsass	1	0.00	18.64	9	0	0.00	Normal
svchost	79	0.09	623.28	450	0	0.05	Normal
fontdrvhost	3	0.00	7.52	15	111	0.00	Normal
dwm	2	0.36	75.41	30	0	0.00	Normal
Memory Compression	1	0.02	220.72	84	0	0.00	Normal
spoolsv	1	0.00	4.08	9	432	0.00	Normal
vmtoolsd	2	0.00	15.09	17	669	0.00	Normal
VGAuthService	1	0.00	0.27	2	170	0.00	Normal
vm3dservice	3	0.01	3.91	11	391	0.00	Normal
MsMpEng	1	0.06	160.84	59	0	0.00	Normal
MpDefenderCoreService	1	0.00	10.96	10	503	0.00	Normal
dllhost	6	0.00	47.13	37	0	0.00	Normal
msdtc	1	0.00	0.38	9	237	0.00	Normal
AggregatorHost	1	0.00	5.67	2	136	0.00	Normal
NisSrv	1	0.00	4.29	3	213	0.00	Normal
SgrmBroker	1	0.00	4.73	6	107	0.00	Normal
uhssvc	1	0.00	11.38	4	327	0.00	Normal
SearchIndexer	1	0.02	52.96	17	0	0.02	Normal
SecurityHealthService	1	0.00	11.05	12	577	0.00	Normal
sihost	2	0.00	47.03	21	0	0.00	Normal
MicrosoftEdgeUpdate	1	0.00	3.99	4	215	0.00	Normal
taskhostw	2	0.00	15.50	14	592	0.00	Normal
explorer	2	0.23	278.46	163	0	0.02	Normal
ctfmon	2	0.01	12.60	22	907	0.00	Normal
Widgets	2	0.00	27.37	47	0	0.00	Normal
WidgetService	2	0.00	12.32	8	600	0.00	Normal
SearchHost	2	0.00	130.99	108	0	0.00	Normal
StartMenuExperienceHost	2	0.00	95.92	32	0	0.00	Normal
RuntimeBroker	13	0.00	191.60	57	0	0.00	Normal
PhoneExperienceHost	1	0.00	21.98	17	0	0.00	Normal
SecurityHealthSystray	2	0.00	5.73	2	364	0.00	Normal
msteams	1	0.00	17.88	53	831	0.00	Normal
msedgewebview2	6	0.01	84.99	142	0	0.00	Normal
WindowsPackageManagerServer	2	0.00	28.86	8	819	0.00	Normal
OneDrive	1	0.00	18.11	23	899	0.00	Normal
OneDrive.Sync.Service	2	0.00	31.15	32	0	0.00	Normal
MoUsoCoreWorker	1	0.00	16.44	6	435	0.00	Normal
MoNotificationUx	1	0.00	2.00	4	262	0.00	Normal
StoreDesktopExtension	2	0.00	3.11	6	626	0.00	Normal
WinStore.App	2	0.00	24.61	21	0	0.00	Normal
ShellExperienceHost	2	0.00	65.02	39	0	0.00	Normal
LogonUI	1	0.00	3.81	5	325	0.00	Normal
ApplicationFrameHost	1	0.00	24.17	2	413	0.00	Normal
SystemSettings	1	0.00	1.09	19	0	0.00	Normal
LockApp	1	0.00	41.49	13	515	0.00	Normal
DataExchangeHost	1	0.00	26.49	4	354	0.00	Normal
conhost	1	0.00	11.79	3	145	0.00	Normal
SystemSettingsBroker	1	0.00	16.54	1	237	0.00	Normal
backgroundTaskHost	1	0.00	35.00	16	434	0.00	Normal
Wireshark	1	0.11	147.12	10	641	0.28	Normal
dumpcap	1	0.00	8.70	1	141	0.10	Normal
smartscreen	1	0.00	23.16	7	410	0.00	Normal
SearchProtocolHost	2	0.01	22.38	10	562	0.00	Normal
SearchFilterHost	2	0.00	16.42	5	305	0.00	Normal
brave	9	2.06	831.42	215	0	0.37	Normal
Notepad	1	0.15	102.94	30	0	0.00	Normal
