Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	0.22	0.16	135	0	0.00	Normal
smss	1	0.00	1.66	2	58	0.00	Normal
csrss	2	0.01	15.41	24	0	0.00	Normal
wininit	1	0.00	9.45	1	158	0.00	Normal
services	1	0.01	11.47	7	625	0.00	Normal
lsass	1	0.02	27.77	9	0	0.00	Normal
fontdrvhost	2	0.00	17.16	10	84	0.00	Normal
svchost	74	0.42	1328.28	415	0	0.02	Normal
VBoxService	1	0.06	9.02	11	166	0.00	Normal
Memory Compression	1	-0.00	32.41	48	0	0.00	Normal
spoolsv	1	0.00	21.08	9	443	0.00	Normal
OfficeClickToRun	1	0.01	70.58	17	780	0.00	Normal
MpDefenderCoreService	1	0.00	28.16	9	510	0.00	Normal
snmp	1	0.01	12.07	5	245	0.00	Normal
MsMpEng	1	0.04	254.36	22	850	0.00	Normal
AggregatorHost	1	0.00	17.20	3	239	0.00	Normal
SearchIndexer	1	0.00	38.65	9	919	0.00	Normal
NisSrv	1	0.00	14.70	3	215	0.00	Normal
SecurityHealthService	1	0.00	24.21	9	493	0.00	Normal
winlogon	1	0.00	13.44	5	262	0.00	Normal
dwm	1	0.03	109.78	18	959	0.00	Normal
sihost	1	0.00	48.39	12	666	0.00	Normal
taskhostw	1	0.02	21.71	7	314	0.00	Normal
explorer	1	0.04	329.76	76	0	0.00	Normal
ShellHost	1	0.00	40.05	6	382	0.00	Normal
CrossDeviceResume	1	0.00	45.37	5	411	0.00	Normal
OneDrive	1	0.00	130.11	23	964	0.00	Normal
Widgets	1	0.00	66.61	14	891	0.00	Normal
SearchHost	1	0.00	129.90	12	0	0.00	Normal
StartMenuExperienceHost	1	-0.00	144.46	17	0	0.00	Normal
UserOOBEBroker	1	0.00	11.21	1	129	0.00	Normal
RuntimeBroker	4	0.00	109.00	18	0	0.00	Normal
WidgetService	1	0.00	27.37	5	330	0.00	Normal
msedgewebview2	12	0.03	774.43	219	0	0.00	Normal
ctfmon	1	0.00	36.96	9	534	0.00	Normal
PhoneExperienceHost	1	0.08	174.17	20	0	0.00	Normal
SecurityHealthSystray	1	0.00	12.85	1	178	0.00	Normal
VBoxTray	1	0.01	14.52	11	282	0.00	Normal
backgroundTaskHost	3	0.00	71.89	38	0	0.00	Normal
Code	8	0.09	881.21	163	0	0.00	Normal
AppActions	1	0.00	42.27	5	290	0.00	Normal
FileCoAuth	1	0.00	29.38	3	207	0.00	Normal
