Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	0.69	0.16	135	0	0.00	Normal
smss	1	0.00	1.61	2	58	0.00	Normal
csrss	2	0.04	14.94	23	0	0.00	Normal
wininit	1	0.00	9.43	1	158	0.00	Normal
winlogon	1	0.00	15.07	5	265	0.00	Normal
services	1	0.01	11.46	7	629	0.00	Normal
lsass	1	0.02	27.63	9	0	0.00	Normal
fontdrvhost	2	0.00	16.27	10	84	0.00	Normal
svchost	70	0.37	1340.02	437	0	0.04	Normal
dwm	1	0.40	129.11	20	993	0.00	Normal
VBoxService	1	0.08	8.94	11	166	0.00	Normal
Memory Compression	1	0.00	31.67	47	0	0.00	Normal
spoolsv	1	0.00	29.43	10	486	0.00	Normal
MpDefenderCoreService	1	0.00	27.87	8	507	0.00	Normal
snmp	1	0.00	12.11	5	245	0.00	Normal
MsMpEng	1	0.26	248.21	24	926	0.00	Normal
sihost	1	0.01	46.97	14	683	0.00	Normal
taskhostw	1	0.00	21.33	8	316	0.00	Normal
explorer	1	0.19	283.68	75	0	0.00	Normal
ShellHost	1	0.00	39.97	6	384	0.00	Normal
AggregatorHost	1	0.00	17.94	3	241	0.00	Normal
CrossDeviceResume	1	0.00	45.37	4	411	0.00	Normal
StartMenuExperienceHost	1	0.00	143.39	15	0	0.00	Normal
SearchHost	1	0.00	127.96	12	0	0.00	Normal
RuntimeBroker	3	0.00	107.06	19	0	0.00	Normal
msedgewebview2	13	0.01	892.24	229	0	0.00	Normal
ctfmon	1	0.03	35.42	11	521	0.00	Normal
NisSrv	1	0.00	14.53	3	215	0.00	Normal
SecurityHealthSystray	1	0.00	12.90	1	180	0.00	Normal
SecurityHealthService	1	0.01	24.23	11	502	0.00	Normal
PhoneExperienceHost	1	0.00	163.60	18	0	0.00	Normal
VBoxTray	1	0.01	14.47	11	264	0.00	Normal
OneDrive	1	0.00	128.83	24	961	0.00	Normal
Microsoft.SharePoint	1	0.00	4.01	15	544	0.00	Normal
OfficeClickToRun	1	0.00	81.33	17	757	0.00	Normal
AppVShNotify	1	0.00	10.85	1	164	0.00	Normal
SearchIndexer	1	0.00	35.79	9	909	0.00	Normal
Widgets	1	0.00	67.01	15	870	0.00	Normal
WidgetService	1	0.00	27.04	5	325	0.00	Normal
backgroundTaskHost	1	0.00	2.17	12	329	0.00	Normal
msedge	7	0.55	449.07	156	0	0.11	Normal
Code	7	0.46	767.99	151	0	0.06	Normal
SDXHelper	1	0.03	31.96	14	626	0.00	Normal
dllhost	2	0.00	16.83	4	221	0.00	Normal
ShellExperienceHost	1	0.00	63.78	15	582	0.00	Normal
smartscreen	1	0.00	12.60	6	176	0.00	Normal
updater	4	0.64	54.64	43	799	0.00	Normal
