Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	0.46	0.16	134	0	0.00	Normal
smss	1	0.00	1.61	2	58	0.00	Normal
csrss	2	0.03	14.94	23	0	0.00	Normal
wininit	1	0.00	9.43	1	158	0.00	Normal
winlogon	1	0.00	15.07	5	265	0.00	Normal
services	1	0.01	11.45	7	624	0.00	Normal
lsass	1	0.01	27.64	9	0	0.00	Normal
fontdrvhost	2	0.00	16.00	10	84	0.00	Normal
svchost	73	0.33	1305.87	400	0	0.01	Normal
dwm	1	0.14	141.88	18	976	0.00	Normal
VBoxService	1	0.06	8.92	11	166	0.00	Normal
Memory Compression	1	0.01	39.77	58	0	0.00	Normal
spoolsv	1	0.00	29.42	9	485	0.00	Normal
MpDefenderCoreService	1	0.00	27.60	9	509	0.00	Normal
snmp	1	0.00	12.10	5	245	0.00	Normal
MsMpEng	1	0.13	242.68	22	892	0.00	Normal
sihost	1	0.00	46.80	12	651	0.00	Normal
taskhostw	1	0.01	19.51	6	277	0.00	Normal
explorer	1	0.09	281.55	67	0	0.00	Normal
ShellHost	1	0.00	39.96	6	383	0.00	Normal
AggregatorHost	1	0.00	18.25	3	240	0.00	Normal
CrossDeviceResume	1	0.00	45.37	5	411	0.00	Normal
StartMenuExperienceHost	1	0.00	144.28	16	0	0.00	Normal
SearchHost	1	0.00	127.96	12	0	0.00	Normal
RuntimeBroker	3	0.00	84.36	11	838	0.00	Normal
msedgewebview2	13	0.16	901.32	231	0	0.08	Normal
ctfmon	1	0.00	35.27	9	513	0.00	Normal
NisSrv	1	0.00	14.53	3	215	0.00	Normal
SecurityHealthSystray	1	0.00	12.88	1	178	0.00	Normal
SecurityHealthService	1	0.00	24.12	8	491	0.00	Normal
PhoneExperienceHost	1	0.01	161.65	18	0	0.00	Normal
VBoxTray	1	0.01	14.46	11	265	0.00	Normal
OneDrive	1	0.00	128.83	24	960	0.00	Normal
Microsoft.SharePoint	1	0.00	4.01	16	545	0.00	Normal
OfficeClickToRun	1	0.00	81.33	17	757	0.00	Normal
AppVShNotify	1	0.00	10.85	1	164	0.00	Normal
SearchIndexer	1	0.00	35.76	8	907	0.00	Normal
Widgets	1	0.01	65.42	15	873	0.00	Normal
WidgetService	1	0.00	27.04	5	325	0.00	Normal
backgroundTaskHost	1	0.00	2.17	12	329	0.00	Normal
msedge	13	0.01	725.70	217	0	0.00	Normal
Code	7	0.08	752.33	150	0	0.00	Normal
SDXHelper	1	0.05	31.98	14	625	0.00	Normal
dllhost	1	0.00	16.83	4	221	0.00	Normal
MoUsoCoreWorker	1	0.39	29.65	9	284	0.01	Normal
sppsvc	1	0.00	16.70	9	246	0.00	Normal
