Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	0.08	0.14	284	0	0.01	Normal
smss	1	0.00	0.23	2	60	0.00	Normal
csrss	3	0.01	24.58	36	0	0.00	Normal
wininit	1	0.00	0.73	1	148	0.00	Normal
winlogon	2	0.00	7.62	7	539	0.00	Normal
services	1	0.01	6.30	8	683	0.00	Normal
lsass	1	0.00	18.62	10	0	0.00	Normal
svchost	78	0.14	634.80	490	0	0.07	Normal
fontdrvhost	3	0.00	6.96	15	111	0.00	Normal
dwm	2	0.64	72.63	30	0	0.00	Normal
Memory Compression	1	0.03	212.04	89	0	0.00	Normal
spoolsv	1	0.00	4.09	9	432	0.00	Normal
vmtoolsd	2	0.00	15.41	18	669	0.00	Normal
VGAuthService	1	0.00	0.27	2	170	0.00	Normal
vm3dservice	3	0.01	3.91	11	391	0.00	Normal
MsMpEng	1	0.08	158.15	60	0	0.00	Normal
MpDefenderCoreService	1	0.00	11.04	11	509	0.00	Normal
dllhost	6	0.00	45.26	37	0	0.00	Normal
msdtc	1	0.00	0.38	9	237	0.00	Normal
AggregatorHost	1	0.00	6.19	3	212	0.00	Normal
NisSrv	1	0.00	3.90	3	213	0.00	Normal
SgrmBroker	1	0.00	4.80	6	107	0.00	Normal
uhssvc	1	0.00	13.29	6	350	0.00	Normal
SearchIndexer	1	0.02	54.11	18	0	0.02	Normal
SecurityHealthService	1	0.00	12.49	13	579	0.00	Normal
sihost	2	0.00	47.07	20	0	0.00	Normal
MicrosoftEdgeUpdate	1	0.00	4.20	4	215	0.00	Normal
taskhostw	2	0.00	15.43	14	590	0.00	Normal
explorer	2	0.34	284.55	167	0	0.04	Normal
ctfmon	2	0.01	13.13	23	915	0.00	Normal
Widgets	2	0.00	28.98	52	0	0.00	Normal
WidgetService	2	0.00	12.51	9	601	0.00	Normal
SearchHost	2	0.00	131.49	109	0	0.00	Normal
StartMenuExperienceHost	2	0.00	92.62	33	0	0.00	Normal
RuntimeBroker	13	0.00	188.53	66	0	0.00	Normal
PhoneExperienceHost	1	0.00	22.12	17	0	0.00	Normal
SecurityHealthSystray	2	0.00	6.33	2	365	0.00	Normal
msteams	1	0.00	20.51	56	846	0.00	Normal
msedgewebview2	6	0.01	75.53	143	0	0.00	Normal
WindowsPackageManagerServer	2	0.00	28.88	9	817	0.00	Normal
OneDrive	1	0.00	19.79	25	913	0.00	Normal
OneDrive.Sync.Service	2	0.00	33.27	36	0	0.00	Normal
MoUsoCoreWorker	1	0.00	16.57	8	444	0.00	Normal
MoNotificationUx	1	0.00	2.43	4	262	0.00	Normal
StoreDesktopExtension	2	0.00	4.08	6	627	0.00	Normal
WinStore.App	2	0.00	23.62	22	0	0.00	Normal
ShellExperienceHost	2	0.00	63.67	41	0	0.00	Normal
LogonUI	1	0.00	3.97	5	325	0.00	Normal
ApplicationFrameHost	1	0.00	24.20	2	413	0.00	Normal
SystemSettings	1	0.00	1.09	19	0	0.00	Normal
LockApp	1	0.00	41.47	13	515	0.00	Normal
DataExchangeHost	1	0.00	26.55	5	358	0.00	Normal
conhost	1	0.00	11.90	3	132	0.00	Normal
SystemSettingsBroker	1	0.00	16.79	1	237	0.00	Normal
backgroundTaskHost	1	0.00	34.78	16	434	0.00	Normal
Wireshark	1	0.22	121.62	12	651	0.10	Normal
dumpcap	1	0.00	8.78	1	141	0.02	Normal
SearchProtocolHost	2	0.01	25.75	11	679	0.00	Normal
SearchFilterHost	2	0.00	15.20	2	320	0.00	Normal
brave	8	1.83	656.60	170	0	0.16	Normal
smartscreen	1	0.00	23.15	9	420	0.00	Normal
Notepad	1	0.12	109.06	32	0	0.00	Normal
