Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	2.09	0.16	142	0	0.02	Normal
smss	1	0.00	1.66	2	58	0.00	Normal
csrss	2	0.05	15.46	25	0	0.00	Normal
wininit	1	0.00	9.46	1	158	0.00	Normal
services	1	0.16	11.51	9	669	0.00	Normal
lsass	1	0.11	27.81	11	0	0.00	Normal
fontdrvhost	2	0.00	16.61	10	84	0.00	Normal
svchost	80	13.28	1533.85	585	0	3.67	Normal
VBoxService	1	0.06	8.57	11	166	0.00	Normal
Memory Compression	1	0.03	22.56	47	0	0.00	Normal
spoolsv	1	0.01	21.13	11	448	0.00	Normal
OfficeClickToRun	1	0.02	63.17	18	856	0.00	Normal
MpDefenderCoreService	1	0.01	27.72	9	514	0.00	Normal
snmp	1	0.02	12.03	5	245	0.00	Normal
MsMpEng	1	8.93	255.84	29	0	5.72	Normal
AggregatorHost	1	0.00	14.10	4	193	0.00	Normal
SearchIndexer	1	0.26	37.95	11	929	2.91	Normal
NisSrv	1	0.01	14.77	5	216	0.00	Normal
SecurityHealthService	1	0.01	24.77	11	599	0.00	Normal
winlogon	1	0.00	13.29	5	266	0.00	Normal
dwm	1	0.15	108.62	19	0	0.00	Normal
sihost	1	0.13	49.35	15	704	0.00	Normal
taskhostw	1	0.12	28.25	11	403	0.01	Normal
explorer	1	0.22	277.92	66	0	0.00	Normal
ShellHost	1	0.00	40.00	6	382	0.00	Normal
CrossDeviceResume	1	0.00	45.32	5	411	0.00	Normal
OneDrive	1	0.05	130.63	26	980	0.00	Normal
Widgets	1	0.00	66.55	14	885	0.00	Normal
SearchHost	1	0.02	129.81	15	0	0.00	Normal
StartMenuExperienceHost	1	0.04	139.69	18	0	0.00	Normal
UserOOBEBroker	1	0.00	11.20	1	129	0.00	Normal
RuntimeBroker	3	0.29	121.15	30	0	0.00	Normal
WidgetService	1	0.03	30.93	6	326	0.00	Normal
msedgewebview2	12	0.04	715.57	217	0	0.00	Normal
smartscreen	1	0.00	28.20	11	458	0.00	Normal
ctfmon	1	0.01	36.80	10	520	0.00	Normal
PhoneExperienceHost	1	0.15	174.67	21	0	0.00	Normal
SecurityHealthSystray	1	0.00	12.83	1	180	0.00	Normal
VBoxTray	1	0.01	14.17	11	274	0.00	Normal
backgroundTaskHost	1	0.83	95.76	23	870	0.07	Normal
Code	8	0.11	849.53	164	0	0.00	Normal
MoUsoCoreWorker	1	0.45	53.53	13	512	0.17	Normal
AppActions	1	0.00	46.30	7	301	0.00	Normal
TrustedInstaller	1	0.00	9.52	9	146	0.00	Normal
TiWorker	1	0.22	19.12	7	244	0.01	Normal
dllhost	1	0.00	0.00	0	0	0.00	Normal
