Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"3.169.252.32",443,734,836590,569,813130,165,23460
"3.175.96.13",443,170,90357,90,63582,80,26775
"3.175.96.41",443,563,602202,419,575205,144,26997
"3.175.96.93",443,130,85761,72,63054,58,22707
"3.175.96.120",443,26,15400,14,10271,12,5129
"3.175.96.126",443,1536,1730609,1147,1690343,389,40266
"3.175.96.128",443,161,95486,92,76843,69,18643
"35.241.39.12",443,72,32201,34,18852,38,13349
"99.84.215.115",443,77,68919,48,62428,29,6491
"142.250.70.131",443,793,821448,633,797651,160,23797
"142.250.70.196",443,131,89609,75,72018,56,17591
"142.250.70.234",443,36,19674,20,13527,16,6147
"192.168.147.1",5353,20,1400,20,1400,0,0
"192.168.147.1",49802,1,64,1,64,0,0
"192.168.147.1",50497,1,64,1,64,0,0
"192.168.147.1",51190,1,64,1,64,0,0
"192.168.147.1",52683,1,64,1,64,0,0
"192.168.147.1",55610,1,64,1,64,0,0
"192.168.147.1",56170,1,64,1,64,0,0
"192.168.147.1",59307,1,64,1,64,0,0
"192.168.147.1",62071,1,64,1,64,0,0
"192.168.147.1",65072,1,64,1,64,0,0
"192.168.147.1",65142,1,64,1,64,0,0
"192.168.147.2",53,148,17055,74,11070,74,5985
"192.168.147.2",137,6,660,0,0,6,660
"192.168.147.134",68,2,700,1,358,1,342
"192.168.147.134",137,6,660,6,660,0,0
"192.168.147.134",5353,2,200,2,200,0,0
"192.168.147.134",49153,2,207,1,75,1,132
"192.168.147.134",49271,2,281,1,87,1,194
"192.168.147.134",49456,25,17007,11,7076,14,9931
"192.168.147.134",49577,2,244,1,81,1,163
"192.168.147.134",49646,2,300,1,86,1,214
"192.168.147.134",49687,2,192,1,88,1,104
"192.168.147.134",49859,2,226,1,78,1,148
"192.168.147.134",50022,2,176,1,80,1,96
"192.168.147.134",50236,2,172,1,78,1,94
"192.168.147.134",50264,2,256,1,86,1,170
"192.168.147.134",50557,2,166,1,75,1,91
"192.168.147.134",51780,36,19674,16,6147,20,13527
"192.168.147.134",52087,24,18986,10,5165,14,13821
"192.168.147.134",52106,563,602202,144,26997,419,575205
"192.168.147.134",52199,2,295,1,87,1,208
"192.168.147.134",52331,2,250,1,83,1,167
"192.168.147.134",52385,2,321,1,86,1,235
"192.168.147.134",52509,4,304,2,152,2,152
"192.168.147.134",52535,2,321,1,88,1,233
"192.168.147.134",52687,2,226,1,81,1,145
"192.168.147.134",53363,106,66775,48,17542,58,49233
"192.168.147.134",53367,2,300,1,86,1,214
"192.168.147.134",53872,2,224,1,80,1,144
"192.168.147.134",54180,2,271,1,82,1,189
"192.168.147.134",54246,2,267,1,80,1,187
"192.168.147.134",54261,361,401393,85,12126,276,389267
"192.168.147.134",54354,170,90357,80,26775,90,63582
"192.168.147.134",54615,373,435197,80,11334,293,423863
"192.168.147.134",54946,2,170,1,74,1,96
"192.168.147.134",55239,2,222,1,79,1,143
"192.168.147.134",55255,416,433703,81,12261,335,421442
"192.168.147.134",55293,377,387745,79,11536,298,376209
"192.168.147.134",55296,96,69466,38,10840,58,58626
"192.168.147.134",55406,2,262,1,83,1,179
"192.168.147.134",55670,2,285,1,82,1,203
"192.168.147.134",55802,2,250,1,83,1,167
"192.168.147.134",56594,2,230,1,83,1,147
"192.168.147.134",56800,12,1166,6,504,6,662
"192.168.147.134",56820,2,371,1,86,1,285
"192.168.147.134",56952,2,256,1,86,1,170
"192.168.147.134",57022,2,300,1,86,1,214
"192.168.147.134",57301,2,262,1,83,1,179
"192.168.147.134",57426,2,348,1,80,1,268
"192.168.147.134",57477,2,241,1,80,1,161
"192.168.147.134",57571,2,188,1,86,1,102
"192.168.147.134",57717,2,271,1,82,1,189
"192.168.147.134",57789,2,170,1,74,1,96
"192.168.147.134",57894,2,298,1,80,1,218
"192.168.147.134",58339,1,75,1,75,0,0
"192.168.147.134",58377,2,216,1,76,1,140
"192.168.147.134",59029,10,936,5,389,5,547
"192.168.147.134",60138,26,15400,12,5129,14,10271
"192.168.147.134",60763,77,68919,29,6491,48,62428
"192.168.147.134",60772,72,32201,38,13349,34,18852
"192.168.147.134",61356,2,303,1,79,1,224
"192.168.147.134",61548,2,256,1,86,1,170
"192.168.147.134",61589,2,250,1,83,1,167
"192.168.147.134",62471,10,932,5,392,5,540
"192.168.147.134",62635,2,164,1,74,1,90
"192.168.147.134",62728,2,252,1,86,1,166
"192.168.147.134",62896,2,217,1,80,1,137
"192.168.147.134",62902,2,164,1,74,1,90
"192.168.147.134",63343,2,253,1,83,1,170
"192.168.147.134",63425,2,166,1,75,1,91
"192.168.147.134",63681,35,20143,18,6751,17,13392
"192.168.147.134",63761,4,304,2,152,2,152
