Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	0.03	0.14	264	0	0.01	Normal
smss	1	0.00	0.23	2	60	0.00	Normal
csrss	3	0.00	22.32	36	0	0.00	Normal
wininit	1	0.00	0.73	1	148	0.00	Normal
winlogon	2	0.00	7.62	8	539	0.00	Normal
services	1	0.00	6.11	7	688	0.00	Normal
lsass	1	0.00	18.95	9	0	0.00	Normal
svchost	80	0.09	651.74	461	0	0.09	Normal
fontdrvhost	3	-0.00	8.36	15	111	0.00	Normal
dwm	2	0.01	56.65	29	0	0.00	Normal
Memory Compression	1	0.03	223.71	246	0	0.00	Normal
spoolsv	1	0.00	4.27	10	434	0.00	Normal
vmtoolsd	2	0.00	14.88	17	669	0.00	Normal
VGAuthService	1	0.00	0.24	2	170	0.00	Normal
vm3dservice	3	0.00	3.97	11	391	0.00	Normal
MsMpEng	1	0.18	204.19	66	0	0.96	Normal
MpDefenderCoreService	1	0.00	14.56	10	501	0.00	Normal
dllhost	6	0.00	41.60	34	0	0.00	Normal
msdtc	1	0.00	0.34	9	237	0.00	Normal
AggregatorHost	1	0.00	6.12	3	152	0.00	Normal
NisSrv	1	0.00	3.96	3	213	0.00	Normal
SgrmBroker	1	0.00	4.53	6	107	0.00	Normal
uhssvc	1	0.00	11.05	3	268	0.00	Normal
SearchIndexer	1	0.01	52.55	16	969	0.01	Normal
SecurityHealthService	1	0.00	13.29	14	580	0.00	Normal
sihost	2	0.00	46.56	23	0	0.00	Normal
taskhostw	2	0.00	14.90	13	585	0.00	Normal
explorer	2	0.04	253.26	147	0	0.00	Normal
ctfmon	2	0.00	11.50	22	884	0.00	Normal
Widgets	2	0.00	27.50	39	0	0.00	Normal
WidgetService	2	0.00	12.32	8	600	0.00	Normal
SearchHost	2	0.00	125.31	120	0	0.00	Normal
StartMenuExperienceHost	2	0.00	88.75	31	0	0.00	Normal
RuntimeBroker	13	0.00	170.46	53	0	0.00	Normal
PhoneExperienceHost	1	0.00	17.52	17	0	0.00	Normal
SecurityHealthSystray	2	0.00	6.84	2	365	0.00	Normal
msteams	1	0.00	17.69	53	831	0.00	Normal
msedgewebview2	6	0.01	44.13	141	0	0.00	Normal
WindowsPackageManagerServer	2	0.00	32.06	8	815	0.00	Normal
OneDrive	1	-0.00	17.78	23	899	0.00	Normal
OneDrive.Sync.Service	2	0.00	29.92	32	0	0.00	Normal
MoUsoCoreWorker	1	0.01	20.32	10	446	0.00	Normal
StoreDesktopExtension	2	0.00	3.13	6	626	0.00	Normal
WinStore.App	2	0.00	23.78	20	0	0.00	Normal
ShellExperienceHost	2	0.01	100.65	50	0	0.00	Normal
SearchProtocolHost	1	0.01	27.58	7	457	0.00	Normal
MicrosoftEdgeUpdate	1	0.00	3.69	4	215	0.00	Normal
SearchFilterHost	2	0.00	8.30	7	462	0.00	Normal
ApplicationFrameHost	1	0.00	24.02	2	413	0.00	Normal
MoNotificationUx	1	0.00	2.00	4	262	0.00	Normal
LogonUI	1	0.00	3.82	5	325	0.00	Normal
SystemSettings	1	0.00	1.09	19	0	0.00	Normal
LockApp	1	0.00	41.18	13	515	0.00	Normal
DataExchangeHost	1	0.00	24.02	1	338	0.00	Normal
conhost	1	0.00	10.10	4	168	0.00	Normal
EasyMiner	1	0.04	45.49	11	529	0.00	Normal
minerdcpu	1	6.25	18.83	19	272	0.00	Normal
msedge	8	0.01	317.34	175	0	0.19	Normal
HxTsr	1	0.00	19.88	12	342	0.00	Normal
SystemSettingsBroker	1	0.00	16.64	1	237	0.00	Normal
audiodg	1	0.01	12.41	6	220	0.00	Normal
