Process Name	Instances	CPU	Memory	Threads	Handles	Data	Status
System	1	0.02	0.14	196	0	0.00	Normal
smss	1	0.00	0.89	2	57	0.00	Normal
csrss	2	0.00	33.95	24	843	0.00	Normal
wininit	1	0.00	5.80	1	148	0.00	Normal
winlogon	1	0.00	10.38	5	261	0.00	Normal
services	1	0.00	8.06	6	609	0.00	Normal
lsass	1	0.00	19.09	9	0	0.00	Normal
svchost	67	0.12	845.63	374	0	0.28	Normal
fontdrvhost	2	0.00	9.52	10	74	0.00	Normal
dwm	1	0.01	55.60	17	942	0.00	Normal
Memory Compression	1	0.01	152.41	24	0	0.00	Normal
spoolsv	1	0.00	11.75	9	428	0.00	Normal
vmtoolsd	2	0.00	34.96	19	677	0.00	Normal
VGAuthService	1	0.00	7.43	2	170	0.00	Normal
vm3dservice	2	-0.00	13.17	7	257	0.00	Normal
MsMpEng	1	0.02	206.48	51	889	0.00	Normal
MpDefenderCoreService	1	0.00	18.66	9	498	0.00	Normal
dllhost	3	0.00	37.77	21	813	0.00	Normal
AggregatorHost	1	0.00	5.44	1	99	0.00	Normal
msdtc	1	0.00	7.77	9	237	0.00	Normal
MoUsoCoreWorker	1	0.00	22.08	8	450	0.00	Normal
NisSrv	1	0.00	9.62	3	213	0.00	Normal
SecurityHealthService	1	0.00	18.02	8	481	0.00	Normal
sihost	1	0.00	33.36	10	607	0.00	Normal
MicrosoftEdgeUpdate	1	0.00	3.68	4	215	0.00	Normal
taskhostw	1	0.00	15.33	7	278	0.00	Normal
ctfmon	1	0.00	18.83	11	429	0.00	Normal
explorer	1	0.01	158.82	60	0	0.00	Normal
SearchHost	1	0.00	100.98	70	0	0.00	Normal
StartMenuExperienceHost	1	0.00	66.11	8	654	0.00	Normal
RuntimeBroker	6	0.00	122.43	21	0	0.00	Normal
SearchIndexer	1	0.00	37.19	13	938	-0.00	Normal
SecurityHealthSystray	1	0.00	9.49	1	184	0.00	Normal
ShellExperienceHost	1	0.00	43.76	16	620	0.00	Normal
msteams	1	0.00	10.26	53	813	0.00	Normal
msedgewebview2	6	0.00	33.84	136	0	0.00	Normal
brave	8	0.00	367.60	161	0	0.03	Normal
MoNotificationUx	1	0.00	13.98	4	281	0.00	Normal
OneDrive	1	0.00	92.48	23	902	0.00	Normal
OneDrive.Sync.Service	1	0.00	39.46	15	514	0.00	Normal
SgrmBroker	1	0.00	7.42	6	107	0.00	Normal
uhssvc	1	0.00	17.10	3	266	0.00	Normal
StoreDesktopExtension	1	0.00	24.72	3	313	0.00	Normal
WinStore.App	1	0.00	57.90	11	560	0.00	Normal
backgroundTaskHost	1	0.00	26.49	12	346	0.00	Normal
PhoneExperienceHost	1	0.00	128.88	16	852	0.00	Normal
audiodg	1	0.01	11.98	5	209	0.00	Normal
